Name（当前作者）,Value（该作者引用过的作者及引用次数）
Alexander Malyshev,"{'Curran Associates': 2, 'SI Kamata': 2, 'SK Narang': 2}"
Tuomo K?hk?nen,{'Balancing Agility': 1}
Pekka Abrahamsson,{'Balancing Agility': 1}
Jana Kazimierza,{'MF Balcan': 1}
Warszawa Poland,{'MF Balcan': 1}
ParisEst MarnelaVall,"{'In Berthe': 1, 'In French': 1, 'Let PR': 1, 'Georges Hansel': 1, 'Bull Belg': 1, 'Rigo BR': 1, 'In Mar': 1}"
ESIEE Paris,"{'In Berthe': 1, 'In French': 1, 'Let PR': 1, 'Georges Hansel': 1, 'Bull Belg': 1, 'Rigo BR': 1, 'In Mar': 1}"
Ponts ParisTech,"{'In Berthe': 1, 'In French': 1, 'Let PR': 1, 'Georges Hansel': 1, 'Bull Belg': 1, 'Rigo BR': 1, 'In Mar': 1}"
Omer Mushtaq,"{'Swati Sengar': 1, 'Sonika Soni': 1, 'Suyash Raizada': 1, 'Turck FD': 1, 'Pramod Saxena': 1}"
Furrakh Shahzad,"{'Swati Sengar': 1, 'Sonika Soni': 1, 'Suyash Raizada': 1, 'Turck FD': 1, 'Pramod Saxena': 1, 'The Secure': 1, 'MH WillebeekLeMair': 1}"
Owais Tariq,"{'Swati Sengar': 1, 'Sonika Soni': 1, 'Suyash Raizada': 1, 'Turck FD': 1, 'Pramod Saxena': 1}"
Mahina Riaz,"{'Swati Sengar': 1, 'Sonika Soni': 1, 'Suyash Raizada': 1, 'Turck FD': 1, 'Pramod Saxena': 1}"
Bushra Majeed,"{'Swati Sengar': 1, 'Sonika Soni': 1, 'Suyash Raizada': 1, 'Turck FD': 1, 'Pramod Saxena': 1}"
MICHELE LORETI,"{'Sara Montagna': 1, 'Michele Loreti': 1, 'Alberto Montresor': 1, 'Related Works': 1, 'Mark Jelasity': 1, 'Avery Ching': 1, 'Matteo Casadei': 1, 'Oliver Michel': 1, 'Cheng Li': 1, 'Gregory Bonnet': 1, 'Jacob Beal': 1, 'Grzegorz Malewicz': 1, 'Ugo Montanari': 1, 'Shanhe Yi': 1, 'Stefan Dulman': 1, 'Michele Amoretti': 1, 'Danilo Pianini': 1, 'Alberto LluchLafuente': 1, 'Ferruccio Damiani': 1, 'Mirko Viroli': 1, 'Marco Mamei': 1, 'In Figure': 1, 'Monitoring Algorithms': 1, 'If Xk': 1, 'GHz CPU': 1, 'Running Example': 1}"
Manisha Mandal,"{ 'Ioannis Brilakis': 1, 'Sumit Pawade': 1, 'Emir Buza': 1}"
Madhura Katageri,"{ 'Ioannis Brilakis': 1, 'Sumit Pawade': 1, 'Emir Buza': 1}"
Mansi Gandhi,"{ 'Ioannis Brilakis': 1, 'Sumit Pawade': 1, 'Emir Buza': 1}"
Navin Koregaonkar,"{ 'Ioannis Brilakis': 1, 'Sumit Pawade': 1, 'Emir Buza': 1}"
Katina Kralevska,"{'KR Narayanan': 1, 'Alex Sprintson': 1}"
Danilo Gligoroski,"{'KR Narayanan': 1, 'Alex Sprintson': 1}"
Mario Wolter,"{'Theoretical Chemistry': 1, 'Konstantin Andreev': 1, 'Christian Staudt': 1, 'Christian Ochsenfeld': 1, 'Bissan Ghaddar': 1, 'Tong Zhu': 1, 'Henning Meyerhenke': 1, 'Takeshi Nagata': 1, 'MEJ Newman': 1, 'Daniel Fleischman': 1, 'Karin Kiewisch': 1, 'Xiao He': 1, 'Lucas Visscher': 1, 'Mats Ormo': 1, 'Daniel Delling': 1, 'Peter Sanders': 1, 'Aydin Buluc': 1, 'Jorg Kussmann': 1, 'Claus Flensburg': 1, 'Brigitte Schobert': 1}"
DIEGO LATELLA,"{'HP Gumm': 1, 'PR DArgenio': 1, 'Nested FuTS': 1, 'BR Haverkort': 1, 'Combined FuTS': 1, 'HC Bohnenkamp': 1, 'Yuxin Deng': 1, 'LMU Munchen': 1, 'JP Katoen': 1, 'JCM Baeten': 1, 'JN Kok': 1, 'SA Smolka': 1}"
MIEKE MASSINK,"{'HP Gumm': 1, 'PR DArgenio': 1, 'Nested FuTS': 1, 'BR Haverkort': 1, 'Combined FuTS': 1, 'HC Bohnenkamp': 1, 'Yuxin Deng': 1, 'LMU Munchen': 1, 'JP Katoen': 1, 'JCM Baeten': 1, 'JN Kok': 1, 'SA Smolka': 1}"
AND ERIK,"{'HP Gumm': 1, 'PR DArgenio': 1, 'Nested FuTS': 1, 'BR Haverkort': 1, 'Combined FuTS': 1, 'HC Bohnenkamp': 1, 'Yuxin Deng': 1, 'LMU Munchen': 1, 'JP Katoen': 1, 'JCM Baeten': 1, 'JN Kok': 1, 'SA Smolka': 1}"
DE VINK,"{'HP Gumm': 1, 'PR DArgenio': 1, 'Nested FuTS': 1, 'BR Haverkort': 1, 'Combined FuTS': 1, 'HC Bohnenkamp': 1, 'Yuxin Deng': 1, 'LMU Munchen': 1, 'JP Katoen': 1, 'JCM Baeten': 1, 'JN Kok': 1, 'SA Smolka': 1}"
Scienze Pure,"{'Schloss Dagstuhl': 1, 'Concluding Remarks': 1, 'Mariangiola DezaniCiancaglini': 1}"
JULIAN NAGELE,"{'JL RuizReina': 1, 'LC Paulson': 1, 'JA Alonso': 1, 'DE Knuth': 1}"
BERTRAM FELGENHAUER,"{'JL RuizReina': 1, 'LC Paulson': 1, 'JA Alonso': 1, 'DE Knuth': 1}"
Majid Khonji,"{'CL Su': 1, 'CK Chau': 1, 'In Sec': 1, 'Integer Programming': 1}"
Areg Karapetyan,"{'CL Su': 1, 'CK Chau': 1, 'In Sec': 1, 'Integer Programming': 1}"
Khaled Elbassioni,"{'CL Su': 1, 'CK Chau': 1, 'In Sec': 1, 'Integer Programming': 1}"
EIKE NEUMANN,"{'Weak Topologies': 1, 'FernUniversitat Hagen': 1, 'Future Work': 1}"
MARTIN PAPE,"{'Weak Topologies': 1, 'FernUniversitat Hagen': 1, 'Future Work': 1}"
Bojana Koteska,{'BB Agarwal': 1}
Anastas Mishev,{'BB Agarwal': 1}
KHADIJEH KESHVARDOOST,"{'Laurent Braud': 1, 'Slawomir Lasota': 1, 'Bartek Klin': 1, 'Eryk Kopczynski': 1}"
BARTEK KLIN,"{'Laurent Braud': 1, 'Slawomir Lasota': 1, 'Bartek Klin': 1, 'Eryk Kopczynski': 1}"
LAWOMIR LASOTA,"{'Laurent Braud': 1, 'Slawomir Lasota': 1, 'Bartek Klin': 1, 'Eryk Kopczynski': 1}"
JOANNA OCHREMIAK,"{'Laurent Braud': 1, 'Slawomir Lasota': 1, 'Bartek Klin': 1, 'Eryk Kopczynski': 1}"
Lambek Calculus,"{'Gavin Bierman': 1, 'Kohei Honda': 1, 'Nick Benton': 1, 'Ana Bove': 1, 'Carnegie Mellon': 1, 'Peter Dybjer': 1, 'Bob Coecke': 1, 'Edward Grefenstette': 1, 'GM Bierman': 1, 'Computer Laboratory': 1, 'Yves Lafont': 1, 'Nikolaos Galatos': 1, 'Agata Ciabattoni': 1, 'Martin Hyland': 1}"
Shintaro Narisada,"{'Juha Karkkainen': 1, 'Jacques Justin': 1, 'Gunho Lee': 1, 'Michitaro Nakamura': 1, 'Pawel Gawrychowski': 1, 'FengHua Wang': 1, 'Maxime Crochemore': 1, 'Lucian Ilie': 1, 'Shintaro Narisada': 1, 'Alberto Apostolico': 1, 'Roman Kolpakov': 1, 'Yuta Fujishige': 1, 'Udi Manber': 1, 'Peter Sanders': 1, 'Dany Breslauer': 1, 'Marius Dumitran': 1, 'Paolo Ferragina': 1, 'Martin FarachColton': 1, 'Toru Kasai': 1, 'Amy Glen': 1, 'Xavier Droubay': 1, 'YaZhou Shi': 1}"
Diptarama Hendrian,"{'Juha Karkkainen': 1, 'Jacques Justin': 1, 'Gunho Lee': 1, 'Michitaro Nakamura': 1, 'Pawel Gawrychowski': 1, 'FengHua Wang': 1, 'Maxime Crochemore': 1, 'Lucian Ilie': 1, 'Shintaro Narisada': 1, 'Alberto Apostolico': 1, 'Roman Kolpakov': 1, 'Yuta Fujishige': 1, 'Udi Manber': 1, 'Peter Sanders': 1, 'Dany Breslauer': 1, 'Marius Dumitran': 1, 'Paolo Ferragina': 1, 'Martin FarachColton': 1, 'Toru Kasai': 1, 'Amy Glen': 1, 'Xavier Droubay': 1, 'YaZhou Shi': 1}"
Kazuyuki Narisawa,"{'Juha Karkkainen': 1, 'Jacques Justin': 1, 'Gunho Lee': 1, 'Michitaro Nakamura': 1, 'Pawel Gawrychowski': 1, 'FengHua Wang': 1, 'Maxime Crochemore': 1, 'Lucian Ilie': 1, 'Shintaro Narisada': 1, 'Alberto Apostolico': 1, 'Roman Kolpakov': 1, 'Yuta Fujishige': 1, 'Udi Manber': 1, 'Peter Sanders': 1, 'Dany Breslauer': 1, 'Marius Dumitran': 1, 'Paolo Ferragina': 1, 'Martin FarachColton': 1, 'Toru Kasai': 1, 'Amy Glen': 1, 'Xavier Droubay': 1, 'YaZhou Shi': 1}"
Shunsuke Inenaga,"{'Juha Karkkainen': 1, 'Jacques Justin': 1, 'Gunho Lee': 1, 'Michitaro Nakamura': 1, 'Pawel Gawrychowski': 1, 'FengHua Wang': 1, 'Maxime Crochemore': 1, 'Lucian Ilie': 1, 'Shintaro Narisada': 1, 'Alberto Apostolico': 1, 'Roman Kolpakov': 1, 'Yuta Fujishige': 1, 'Udi Manber': 1, 'Peter Sanders': 1, 'Dany Breslauer': 1, 'Marius Dumitran': 1, 'Paolo Ferragina': 1, 'Martin FarachColton': 1, 'Toru Kasai': 1, 'Amy Glen': 1, 'Xavier Droubay': 1, 'YaZhou Shi': 1}"
Carla Selmi,"{'JD Day': 1, 'NJ Fine': 1}"
ERIC EA,"{'Oded Goldreich': 1, 'Li Xiong': 1, 'Pierangela Samarati': 1, 'Christoph Bosch': 1, 'Rakesh Agrawal': 1, 'Ramakrishnan Srikant': 1, 'Jerry Kiernan': 1, 'Len Adleman': 1, 'Georgios Kellaris': 1, 'Xiaofeng Chen': 1, 'Sophia Antipolis': 1, 'Benny Chor': 1, 'Eyad Saleh': 1, 'Ahmad Alsadeh': 1, 'David Wagner': 1, 'Dan Boneh': 1, 'Estes Park': 1, 'Alexandra Boldyreva': 1, 'Toshiyuki Amagasa': 1, 'Mihir Bellare': 1, 'Silvio Micali': 1, 'Valentina Ciriani': 1, 'Florian Kerschbaum': 1, 'Wouter Lueks': 1, 'Seny Kamara': 1, 'Gultekin Ozsoyoglu': 1, 'Tingjian Ge': 1, 'Sumeet Bajaj': 1, 'Yao Liu': 1, 'Wenhai Sun': 1, 'Arvind Arasu': 1, 'Yuval Elovici': 1, 'Charalampos Mavroforakis': 1, 'Ken Eguro': 1, 'Brian Thompson': 1, 'Xiaokui Xiao': 1, 'Eyal Kushilevitz': 1, 'Sara Ricci': 1, 'Nathan Chenette': 1, 'Mayank Bawa': 1, 'Muhammad Naveed': 1, 'Wenjing Lou': 1, 'Sharad Mehrotra': 1, 'Zheli Liu': 1, 'Peter Williams': 1, 'Divyakant Agrawal': 1, 'Ernesto Damiani': 1, 'Ian Goldberg': 1, 'Hakan Hacigumus': 1, 'Josep DomingoFerrer': 1, 'Yin Yang': 1, 'Stuart Haber': 1, 'Einar Mykletun': 1, 'Shiyuan Wang': 1, 'Hasan Kadhem': 1, 'Zhenjie Zhang': 1, 'Ronen Waisenberg': 1, 'George Kollios': 1, 'Mike Gilpin': 1, 'Bijit Hore': 1, 'Christian Cachin': 1, 'Spyros Blanas': 1, 'Varunya Attasena': 1, 'Erez Shmueli': 1, 'Gagan Aggarwal': 1, 'Stephen Tu': 1, 'Subramanyam Chitti': 1, 'Gabriel Bender': 1}"
MASSIMO MERRO,"{'By Proposition': 1, 'From Kd': 1}"
PRAKASH PANANGADEN,"{'WD Neumann': 1, 'KR Parthasarathy': 1, 'MH Stone': 1, 'YD Burago': 1, 'DH Fremlin': 1, 'GD Plotkin': 1, 'DE Edwards': 1, 'FW Lawvere': 1, 'Measure Theory': 1, 'JDH Smith': 1}"
AND GORDON,"{'WD Neumann': 1, 'KR Parthasarathy': 1, 'MH Stone': 1, 'YD Burago': 1, 'DH Fremlin': 1, 'GD Plotkin': 1, 'DE Edwards': 1, 'FW Lawvere': 1, 'Measure Theory': 1, 'JDH Smith': 1}"
Ryutaro Ichise,{'SH Myaeng': 1}
BENJAMIN KIESL,"{'SetBlocked Clauses': 1, 'Matti Jarvisalo': 1, 'Benjamin Kiesl': 1, 'Martin Suda': 1, 'RAT SUPBC': 1, 'ChuMin Li': 1, 'Siert Wieringa': 1, 'Armin Biere': 1, 'SuperBlocked Clauses': 1, 'AT SETBC': 1, 'Niklas Een': 1, 'Youssef Hamadi': 1, 'Martina Seidl': 1, 'William Klieber': 1, 'SUPBC AT': 1, 'Markus Iser': 1, 'SETBC AT': 1, 'Cedric Piette': 1, 'SETBC RAT': 1, 'Mao Luo': 1, 'Roberto Sebastiani': 1, 'Florian Lonsing': 1, 'Hyojung Han': 1, 'Tomas Balyo': 1, 'Horst Samulowitz': 1, 'Allen Van': 1, 'Aart Middeldorp': 1, 'Fahiem Bacchus': 1, 'Paul Beame': 1, 'Andreas Frohlich': 1, 'Marijn Heule': 1, 'Variable Elimination': 1, 'Giles Reger': 1, 'Martin Davis': 1, 'AT SUPBC': 1}"
MARTINA SEIDL,"{'SetBlocked Clauses': 1, 'Matti Jarvisalo': 1, 'Benjamin Kiesl': 1, 'Martin Suda': 1, 'RAT SUPBC': 1, 'ChuMin Li': 1, 'Siert Wieringa': 1, 'Armin Biere': 1, 'SuperBlocked Clauses': 1, 'AT SETBC': 1, 'Niklas Een': 1, 'Youssef Hamadi': 1, 'Martina Seidl': 1, 'William Klieber': 1, 'SUPBC AT': 1, 'Markus Iser': 1, 'SETBC AT': 1, 'Cedric Piette': 1, 'SETBC RAT': 1, 'Mao Luo': 1, 'Roberto Sebastiani': 1, 'Florian Lonsing': 1, 'Hyojung Han': 1, 'Tomas Balyo': 1, 'Horst Samulowitz': 1, 'Allen Van': 1, 'Aart Middeldorp': 1, 'Fahiem Bacchus': 1, 'Paul Beame': 1, 'Andreas Frohlich': 1, 'Marijn Heule': 1, 'Variable Elimination': 1, 'Giles Reger': 1, 'Martin Davis': 1, 'AT SUPBC': 1}"
HANS TOMPITS,"{'SetBlocked Clauses': 1, 'Matti Jarvisalo': 1, 'Benjamin Kiesl': 1, 'Martin Suda': 1, 'RAT SUPBC': 1, 'ChuMin Li': 1, 'Siert Wieringa': 1, 'Armin Biere': 1, 'SuperBlocked Clauses': 1, 'AT SETBC': 1, 'Niklas Een': 1, 'Youssef Hamadi': 1, 'Martina Seidl': 1, 'William Klieber': 1, 'SUPBC AT': 1, 'Markus Iser': 1, 'SETBC AT': 1, 'Cedric Piette': 1, 'SETBC RAT': 1, 'Mao Luo': 1, 'Roberto Sebastiani': 1, 'Florian Lonsing': 1, 'Hyojung Han': 1, 'Tomas Balyo': 1, 'Horst Samulowitz': 1, 'Allen Van': 1, 'Aart Middeldorp': 1, 'Fahiem Bacchus': 1, 'Paul Beame': 1, 'Andreas Frohlich': 1, 'Marijn Heule': 1, 'Variable Elimination': 1, 'Giles Reger': 1, 'Martin Davis': 1, 'AT SUPBC': 1}"
Fachbereich Mathematik,"{ 'Shaker Verlag': 1, 'YM Liu': 1}"
ANTONIA LECHNER,{'John Fearnley': 1}
RICHARD MAYR,{'John Fearnley': 1}
AMAURY POULY,{'John Fearnley': 1}
TADEUSZ LITAK,"{'Goldblatt Gol': 2, 'Alexander Kurz': 2}"
DIRK PATTINSON,"{'Goldblatt Gol': 2, 'Alexander Kurz': 2}"
George Leu,{'Lewandowsky Redintegration': 1}
Jiangjun Tang,{'Lewandowsky Redintegration': 1}
Hussein Abbass,{'Lewandowsky Redintegration': 1}
Fanny Pascual,{'Coffman Jr': 2}
Krzysztof Rzadca,{'Coffman Jr': 2}
Self Organizing,{'Rinaldi Munir': 1}
Sanjeev Patel,{'PE Meckenney': 1}
Arjun Garg,{'PE Meckenney': 1}
Prateek Mehrotra,{'PE Meckenney': 1}
Manish Chhabra,{'PE Meckenney': 1}
SRI International,"{'CyberPhysical Agents': 1, 'Symbolic Computation': 1}"
Menlo Park,"{'CyberPhysical Agents': 1, 'Symbolic Computation': 1}"
Siamak Layeghy,"{'JR Jiang': 1, 'KK Yap': 1, 'JC Bolot': 1, 'HW Huang': 1, 'Constraint Programming': 1, 'JH Liao': 1, 'TY Huang': 1, 'SY Chen': 1}"
Farzaneh Pakzad,"{'JR Jiang': 1, 'KK Yap': 1, 'JC Bolot': 1, 'HW Huang': 1, 'Constraint Programming': 1, 'JH Liao': 1, 'TY Huang': 1, 'SY Chen': 1}"
Marius Portmann,"{'JR Jiang': 1, 'KK Yap': 1, 'JC Bolot': 1, 'HW Huang': 1, 'Constraint Programming': 1, 'JH Liao': 1, 'TY Huang': 1, 'SY Chen': 1}"
SPECIFICATION LOGIC,"{'Main Contributions': 1, 'Following Turing': 1, 'TuringCompleteness Algorithms': 1, 'Formal Syntax': 1, 'Luca Geretti': 1, 'Cyril Cohen': 1, 'Kleeneanvalued Comparison': 1, 'Trisection Her': 1, 'AddisonWesley Longman': 1}"
MARTIN KOUTECK,"{'Stefan Arnborg': 1, 'Bernard Lidicky': 1, 'Subrahmanyam Kalyanasundaram': 1, 'Edouard Bonnet': 1, 'Georg Gottlob': 1, 'Robert Bredereck': 1, 'Reinhard Pichler': 1, 'Gerard Cornuejols': 1, 'Piotr Faliszewski': 1, 'Marek Cygan': 1, 'Petr Kolman': 1, 'Robert Ganian': 1, 'Michele Conforti': 1, 'Jens Lagergren': 1, 'Martin Koutecky': 1, 'Alexander Langer': 1, 'Open Publishing': 1, 'NR Aravind': 1, 'Martin Grohe': 1, 'Markus Frick': 1, 'Joachim Kneis': 1, 'Guillaume Fertin': 1}"
Hajar Moradmand,"{'HD Cheng': 1, 'LM Yarusso': 1, 'SK Mun': 1, 'MT Freedman': 1, 'RN Strickland': 1, 'GH Whitehouse': 1, 'HP Chan': 1, 'HI Hahn': 1}"
Saeed Setayeshi,"{'HD Cheng': 1, 'LM Yarusso': 1, 'SK Mun': 1, 'MT Freedman': 1, 'RN Strickland': 1, 'GH Whitehouse': 1, 'HP Chan': 1, 'HI Hahn': 1}"
