Name（当前作者）,Value（该作者引用过的作者及引用次数）
Enzo Bustos,"{'MingWei Chang': 1, 'Yuhong Guo': 1, 'Yunyi Zhang': 1, 'Jingqing Zhang': 1, 'Guru Guruganesh': 1, 'Amanpreet Singh': 1, 'Benjamin Mann': 1, 'Eric Mack': 1, 'Xin Li': 1, 'Livy Real': 1, 'Adina Williams': 1, 'Jacob Devlin': 1, 'Wenpeng Yin': 1, 'Lysandre Debut': 1, 'Alexandre Alcoforado': 1, 'Erick Fonseca': 1, 'Manzil Zaheer': 1, 'Jamaal Hay': 1, 'Yu Meng': 1, 'Alex Wang': 1, 'Piyawat Lertvittayakumjorn': 1, 'Victor Sanh': 1, 'Lukas Lange': 1, 'Yangfeng Ji': 1, 'Nikita Nangia': 1, 'Ashish Vaswani': 1}"
Bérenger Bramas,"{'Nguyen AD': 1, 'Owens JD': 1, 'GHz Bramas': 1, 'Joerg CF': 1, 'Blumofe RD': 1}"
LETTERIO GALLETTA,"{'Kaihua Qin': 1, 'Massimo Bartoletti': 1}"
MATTEO ACCLAVIO,"{'Schloss DagstuhlLeibniz': 1, 'Studia Logica': 1}"
ROSS HORNE,"{'Schloss DagstuhlLeibniz': 1, 'Studia Logica': 1}"
ContextFree Grammar,"{'Eiji Kawaguchi': 1, 'Ullman JD': 1, 'JW Backus': 1, 'Peter Wayner': 1, 'Daniel Jurafsky': 1}"
JAVIER ESPARZA,{'Schloss Dagstuhl': 1}
PAOLO BALDAN,"{ 'Julia Kramer': 1, 'Bisimilarity Pseudometrics': 1, 'Babita Sharma': 1, 'John Wiley': 1, 'Andrea Asperti': 1, 'Wolfgang Reisig': 1, 'Gianni Conte': 1, 'Andrea Corradini': 1, 'Paolo Baldan': 1, 'Roberto Bruni': 1, 'Ugo Montanari': 1, 'Walter Vogler': 1, 'Ina Koch': 1, 'Antonio Brogi': 1, 'Jose Meseguer': 1, 'Claude Girault': 1, 'Kurt Jensen': 1, 'Roberto Gorrieri': 1, 'Federico Crazzolara': 1, 'Yrvann Emzivat': 1}"
RICHARD EGGERT,"{'Hence Lemma': 1, 'Julia Kramer': 1}"
Institut Polytechnique,"{ 'Nicolas Usunier': 1, 'Anton Dries': 1}"
Sabah AlFedaghi,{'Sabah AlFedaghi': 1}
Bader Behbehani,{'Sabah AlFedaghi': 1}
Le Borgne,"{'Edouard Grave': 1, 'Nevena Lazic': 1, 'For BERT': 1, 'Jinfeng Rao': 1, 'Jianyong Wang': 1, 'Ines Chami': 1, 'Hua He': 1, 'Jiasen Lu': 1, 'Kai Chen': 1, 'Maria Pershina': 1, 'Ralph Grishman': 1, 'Aishwarya Agrawal': 1, 'Andrej Karpathy': 1, 'WenHaw Chong': 1, 'Mark Dredze': 1, 'Youssef Tamaazousti': 1, 'Sam Gross': 1, 'Matteo Pagliardini': 1, 'Seungwhan Moon': 1, 'Akira Fukui': 1, 'Omar Adjali': 1, 'Zhaochen Guo': 1, 'Ryan Kiros': 1, 'Jia Deng': 1, 'Mithun Chowdhury': 1, 'Xavier Glorot': 1, 'Mark Neumann': 1, 'Yitong Li': 1, 'Luisa Bentivogli': 1, 'Yunbo Cao': 1, 'Justin Johnson': 1, 'Adam Paszke': 1, 'Alexis Conneau': 1, 'Tomas Mikolov': 1, 'Hongzhao Huang': 1, 'Vincent Vanhoucke': 1, 'Hongliang Dai': 1, 'MingWei Chang': 1, 'Razvan Bunescu': 1, 'Yifan He': 1, 'Jacob Devlin': 1, 'Paul McNamee': 1, 'Romaric Besancon': 1, 'Dan Roth': 1, 'Hani Daher': 1, 'Douwe Kiela': 1, 'Kai Zheng': 1, 'Ciprian Chelba': 1, 'Pamela Forner': 1, 'EePeng Lim': 1, 'Allan Jabri': 1, 'Yangqiu Song': 1, 'Amir Globerson': 1, 'Armand Joulin': 1, 'Yotam Eshel': 1, 'Damien Ernst': 1, 'Panda Rameswar': 1, 'Nicholas Andrews': 1, 'Yuan Fang': 1, 'Yukun Zhu': 1, 'Wei Shen': 1, 'Prakhar Gupta': 1, 'Olga Russakovsky': 1, 'Pierre Geurts': 1, 'Marius Pasca': 1, 'David Milne': 1, 'Liwei Wang': 1, 'Xiaohua Liu': 1, 'Yin Li': 1, 'Christian Szegedy': 1, 'Wen Hua': 1, 'Leonardo Neves': 1, 'Heng Ji': 1, 'Kevin Gimpel': 1}"
Bart Bussmann,"{'Tristan Deleu': 1, 'Olexa Bilaniuk': 1, 'Jakob Runge': 1, 'Dominik Janzing': 1, 'Olivier Goudet': 1, 'Adaptive LASSO': 1, 'Ian Covert': 1, 'Ehung Baek': 1, 'Yoshua Bengio': 1, 'Angeliki Papana': 1, 'Giles Hooker': 1, 'Jurgen Schmidhuber': 1, 'Wei Liao': 1, 'Daniele Marinazzo': 1, 'Hui Zou': 1, 'Diviyan Kalainathan': 1, 'Rishabh Agarwal': 1, 'Meike Nauta': 1, 'Nicholas Frosst': 1, 'Lars Kasper': 1, 'Bryon Aragam': 1, 'Yonghong Chen': 1, 'Maria Guerrisi': 1, 'Daniel Marbach': 1, 'Kang Lin': 1, 'Remi Bardenet': 1, 'Yueming Wang': 1, 'Zahra Abbasvandi': 1, 'Sebastian Bathiany': 1, 'Alex Tank': 1, 'Andrea Duggento': 1, 'Stephan Bongers': 1, 'Sebastian Weichwald': 1, 'Sebastien Lachapelle': 1, 'Jonas Peters': 1, 'Saurabh Khanna': 1, 'Peter Buhlmann': 1, 'Xun Zheng': 1}"
Jannes Nys,"{'Tristan Deleu': 1, 'Olexa Bilaniuk': 1, 'Jakob Runge': 1, 'Dominik Janzing': 1, 'Olivier Goudet': 1, 'Adaptive LASSO': 1, 'Ian Covert': 1, 'Ehung Baek': 1, 'Yoshua Bengio': 1, 'Angeliki Papana': 1, 'Giles Hooker': 1, 'Jurgen Schmidhuber': 1, 'Wei Liao': 1, 'Daniele Marinazzo': 1, 'Hui Zou': 1, 'Diviyan Kalainathan': 1, 'Rishabh Agarwal': 1, 'Meike Nauta': 1, 'Nicholas Frosst': 1, 'Lars Kasper': 1, 'Bryon Aragam': 1, 'Yonghong Chen': 1, 'Maria Guerrisi': 1, 'Daniel Marbach': 1, 'Kang Lin': 1, 'Remi Bardenet': 1, 'Yueming Wang': 1, 'Zahra Abbasvandi': 1, 'Sebastian Bathiany': 1, 'Alex Tank': 1, 'Andrea Duggento': 1, 'Stephan Bongers': 1, 'Sebastian Weichwald': 1, 'Sebastien Lachapelle': 1, 'Jonas Peters': 1, 'Saurabh Khanna': 1, 'Peter Buhlmann': 1, 'Xun Zheng': 1}"
Steven Latr,"{'Tristan Deleu': 1, 'Olexa Bilaniuk': 1, 'Jakob Runge': 1, 'Dominik Janzing': 1, 'Olivier Goudet': 1, 'Adaptive LASSO': 1, 'Ian Covert': 1, 'Ehung Baek': 1, 'Yoshua Bengio': 1, 'Angeliki Papana': 1, 'Giles Hooker': 1, 'Jurgen Schmidhuber': 1, 'Wei Liao': 1, 'Daniele Marinazzo': 1, 'Hui Zou': 1, 'Diviyan Kalainathan': 1, 'Rishabh Agarwal': 1, 'Meike Nauta': 1, 'Nicholas Frosst': 1, 'Lars Kasper': 1, 'Bryon Aragam': 1, 'Yonghong Chen': 1, 'Maria Guerrisi': 1, 'Daniel Marbach': 1, 'Kang Lin': 1, 'Remi Bardenet': 1, 'Yueming Wang': 1, 'Zahra Abbasvandi': 1, 'Sebastian Bathiany': 1, 'Alex Tank': 1, 'Andrea Duggento': 1, 'Stephan Bongers': 1, 'Sebastian Weichwald': 1, 'Sebastien Lachapelle': 1, 'Jonas Peters': 1, 'Saurabh Khanna': 1, 'Peter Buhlmann': 1, 'Xun Zheng': 1}"
Haytham AlFeel,"{'Web DocumentURL': 1, 'TopBraid Composer': 1, 'Ontology Matching': 1, 'Web Document': 1, 'Michael Ashburner': 1, 'Laura Hollink': 1, 'Dennis Spohr': 1, 'Mustafa Abusalah': 1, 'Barry Smith': 1, 'Jorge Gracia': 1, 'Neon Toolkit': 1, 'Bo Fu': 1}"
Ralph Schafermeier,"{'Web DocumentURL': 1, 'TopBraid Composer': 1, 'Ontology Matching': 1, 'Web Document': 1, 'Michael Ashburner': 1, 'Laura Hollink': 1, 'Dennis Spohr': 1, 'Mustafa Abusalah': 1, 'Barry Smith': 1, 'Jorge Gracia': 1, 'Neon Toolkit': 1, 'Bo Fu': 1}"
Adrian Paschke,"{'Web DocumentURL': 1, 'TopBraid Composer': 1, 'Ontology Matching': 1, 'Web Document': 1, 'Michael Ashburner': 1, 'Laura Hollink': 1, 'Dennis Spohr': 1, 'Mustafa Abusalah': 1, 'Barry Smith': 1, 'Jorge Gracia': 1, 'Neon Toolkit': 1, 'Bo Fu': 1}"
Ibai Aedo,"{'JP Allouche': 1, 'AE Frid': 1, 'DG FonDerFlaass': 1, 'JF Morgenbesser': 1, 'Combinatorial Number': 1, 'BL Rothschild': 1, 'EV Pribavkina': 1, 'JC Martin': 1, 'OG Parshina': 1, 'RL Graham': 1}"
Uwe Grimm,"{'JP Allouche': 1, 'AE Frid': 1, 'DG FonDerFlaass': 1, 'JF Morgenbesser': 1, 'Combinatorial Number': 1, 'BL Rothschild': 1, 'EV Pribavkina': 1, 'JC Martin': 1, 'OG Parshina': 1, 'RL Graham': 1}"
Yasushi Nagai,"{'JP Allouche': 1, 'AE Frid': 1, 'DG FonDerFlaass': 1, 'JF Morgenbesser': 1, 'Combinatorial Number': 1, 'BL Rothschild': 1, 'EV Pribavkina': 1, 'JC Martin': 1, 'OG Parshina': 1, 'RL Graham': 1}"
LUCA ACETO,{'Schloss Dagstuhl': 1}
GILLES GEERAERTS,{'Gilles Geeraerts': 1}
AXEL HADDAD,{'Gilles Geeraerts': 1}
ENGEL LEFAUCHEUX,{'Gilles Geeraerts': 1}
Udit Maniyar,"{'Stephane Durocher': 1, 'Revised Pa': 1, 'Thomas Odenthal': 1, 'Ellen Gethner': 1, 'Petra Mutzel': 1, 'Thomas Blasius': 1, 'Daniel Goncalves': 1, 'Vida Dujmovic': 1, 'Alejandro EstrellaBalderrama': 1}"
KlausDieter Schewe,{'KD Schewe': 1}
Abdelkrim HAQIQ,"{'KS Trivedi': 1, 'Abdelkrim HAQIQ': 1, 'Abdelkrim Haqiq': 1}"
Alexandru Cojocaru,"{'Alexandru Cojocaru': 1, 'Daniele Micciancio': 1, 'Anne Broadbent': 1, 'Yuki Takeuchi': 1, 'Scott Aaronson': 1, 'Vedran Dunjko': 1, 'Léo Colisson': 1, 'Tomoyuki Morimae': 1, 'Daniel Cavalcanti': 1, 'Atul Mantri': 1, 'Nicolas Brunner': 1}"
Léo Colisson,"{'Alexandru Cojocaru': 1, 'Daniele Micciancio': 1, 'Anne Broadbent': 1, 'Yuki Takeuchi': 1, 'Scott Aaronson': 1, 'Vedran Dunjko': 1, 'Léo Colisson': 1, 'Tomoyuki Morimae': 1, 'Daniel Cavalcanti': 1, 'Atul Mantri': 1, 'Nicolas Brunner': 1}"
Secret Santa,"{'Jannik Dreier': 1, 'Qingkai Ma': 1, 'Xavier Bultel': 1, 'Its Deployment': 1, 'Leo Liberti': 1, 'Sjouke Mauw': 1, 'Ping Deng': 1}"
Saloua Bennani,{'HMCSCollab Tool': 1}
Sophie Ebersold,{'HMCSCollab Tool': 1}
Bernard Coulette,{'HMCSCollab Tool': 1}
Péter Bereczky,{'De Angelis': 1}
Haidara Abdalla,{'DV Ageyev': 1}
MARCO CARBONE,"{'Mario Bravetti': 1, 'Marco Carbone': 1}"
Maxim Borisyak,{'Business Media': 1}
Tatiana Gaintseva,{'Business Media': 1}
Andrey Ustyuzhanin,{'Business Media': 1}
Maria Dasc,"{'Bluetooth SIG': 1, 'Inc Biovigil': 1}"
Agnieszka Gaczowska,"{'Bluetooth SIG': 1, 'Inc Biovigil': 1}"
Adequate Explanations,"{'Morgan Kaufmann': 1, 'De Raedt': 1}"
MICHAEL BLONDIN,"{'Ruslan LedesmaGarza': 1, 'Santiago Figueira': 1, 'In Section': 1, 'Prateek Karandikar': 1, 'Since ATS': 1, 'By Prop': 1}"
CHRISTOPH HAASE,"{'Ruslan LedesmaGarza': 1, 'Santiago Figueira': 1, 'In Section': 1}"
FILIP MAZOWIECKI,"{'Ruslan LedesmaGarza': 1, 'Santiago Figueira': 1, 'In Section': 1}"
Satisfaction Problems,"{'Per Austrin': 1, 'Andrei Bulatov': 1, 'Venkatesan Guruswami': 1, 'Andrei Krokhin': 1, 'Libor Barto': 1, 'David Cohen': 1, 'Tomas Feder': 1, 'Oded Regev': 1, 'Irit Dinur': 1, 'Peter Jeavons': 1, 'Sanjeev Arora': 1, 'Carsten Lund': 1, 'Joshua Brakensiek': 1}"
Marta Mejail,"{'JH Lin': 1, 'JJ Huang': 1, 'AC Bovik': 1, 'Zhou Wang': 1, 'HJ Muller': 1}"
Julio Jacobo,"{'JH Lin': 1, 'JJ Huang': 1, 'AC Bovik': 1, 'Zhou Wang': 1, 'HJ Muller': 1}"
BARTEK KLIN,"{'Bartek Klin': 1, 'Stephane Demri': 1, 'Laurent Braud': 1}"
LAWOMIR LASOTA,"{'Bartek Klin': 1, 'Stephane Demri': 1, 'Laurent Braud': 1}"
JOHANNES GREINER,"{'Dagstuhl Publishing': 1, 'Henry Kautz': 1}"
Particle Competition,{'So Carlos': 1}
ENS Cachan,"{'Conrado Daws': 1, 'Deepak DSouza': 1, 'TTSQA TTSAA': 1, 'Contextual TTS': 1, 'Hence PS': 1}"
CACHAN Cedex,"{'Conrado Daws': 1, 'Deepak DSouza': 1, 'TTSQA TTSAA': 1, 'Contextual TTS': 1, 'Hence PS': 1}"
NICOLAS BEHR,"{'Jerome Feret': 1, 'Shuohao Liao': 1, 'Sebastian Matera': 1, 'Susanna Roblitz': 1, 'Muruhan Rathinam': 1, 'Matthias Reis': 1, 'Hartmut Ehrig': 1, 'Andrea Corradini': 1, 'John Wiley': 1, 'Yves Vandecan': 1, 'Yang Cao': 1, 'Nicolas Behr': 1, 'Youfang Cao': 1, 'Guido Sanguinetti': 1, 'Schloss DagstuhlLeibniz': 1, 'Jonathan Dubois': 1, 'Ferdinanda Camporesi': 1, 'Wassim AbouJaoude': 1, 'Jean Krivine': 1, 'Tobias Jahnke': 1, 'Ugo Montanari': 1, 'Pawel Blasiak': 1, 'Zheng Zhang': 1, 'Lie Algebras': 1, 'Russ Harmer': 1, 'Tobias Heindel': 1, 'Stephen Lack': 1, 'Anna Terebus': 1, 'Benjamin Braatz': 1, 'Thilo Gross': 1, 'Luca Cardelli': 1, 'Reiko Heckel': 1, 'Ivan Kryven': 1, 'Gabriele Taentzer': 1, 'Xiu Yang': 1, 'Karsten Gabriel': 1, 'Mirco Tribastone': 1, 'Elaine Murphy': 1, 'Tatjana Petrov': 1, 'Thomas Henzinger': 1}"
Jan Goedgebeur,"{'By Lemma': 1, 'CT Hoang': 1, 'Since Lc': 1, 'By Claims': 1, 'PA Golovach': 1}"
Peter Maceli,"{'By Lemma': 1, 'CT Hoang': 1, 'Since Lc': 1, 'By Claims': 1, 'PA Golovach': 1}"
GIORGIO BACCI,"{'Schloss Dagstuhl': 1, 'Giovanni Bacci': 2, 'Mem HdA': 1, 'Shaz Qadeer': 1, 'Probabilistic Automata': 1, 'Claudio Hermida': 1}"
GIOVANNI BACCI,"{'Schloss Dagstuhl': 1, 'Giovanni Bacci': 2, 'Mem HdA': 1, 'Shaz Qadeer': 1, 'Probabilistic Automata': 1, 'Claudio Hermida': 1}"
JAN KRAJ,"{'Alexander Golovnev': 1, 'Aduri Pavan': 1, 'Computational Com': 1, 'Moritz Muller': 1, 'Propositional Logic': 1, 'Pavel Pudlak': 1, 'Rahul Santhanam': 1}"
AND IGOR,"{'Alexander Golovnev': 1, 'Aduri Pavan': 1, 'Computational Com': 1, 'Moritz Muller': 1, 'Propositional Logic': 1, 'Pavel Pudlak': 1, 'Rahul Santhanam': 1}"
Christoph Berkholz,"{'Dietrich Kuske': 1, 'Raphael Yuster': 1, 'Alexandre Vigny': 1, 'Daniel Marx': 1, 'Dan Olteanu': 1, 'Georg Gottlob': 1, 'Serge Abiteboul': 1, 'Ronald Fagin': 1, 'Shaleen Deep': 1, 'Pierre Bourhis': 1, 'Arnaud Durand': 1, 'Gianluigi Greco': 1, 'Wojciech Kazana': 1, 'Matthias Niewerth': 1, 'Fabian Gerhardt': 1, 'Christoph Berkholz': 1, 'Martin Grohe': 1, 'Nicola Leone': 1, 'Nicole Schweikardt': 1, 'Francesco Scarcello': 1, 'Muhammad Idris': 1, 'Richard Hull': 1, 'Guillaume Bagan': 1, 'Ahmet Kara': 1, 'Antoine Amarilli': 1, 'Catriel Beeri': 1, 'Katja Losemann': 1}"
Nicole Schweikardt,"{'Dietrich Kuske': 1, 'Raphael Yuster': 1, 'Alexandre Vigny': 1, 'Daniel Marx': 1, 'Dan Olteanu': 1, 'Georg Gottlob': 1, 'Serge Abiteboul': 1, 'Ronald Fagin': 1, 'Shaleen Deep': 1, 'Pierre Bourhis': 1, 'Arnaud Durand': 1, 'Gianluigi Greco': 1, 'Wojciech Kazana': 1, 'Matthias Niewerth': 1, 'Fabian Gerhardt': 1, 'Christoph Berkholz': 1, 'Martin Grohe': 1, 'Nicola Leone': 1, 'Nicole Schweikardt': 1, 'Francesco Scarcello': 1, 'Muhammad Idris': 1, 'Richard Hull': 1, 'Guillaume Bagan': 1, 'Ahmet Kara': 1, 'Antoine Amarilli': 1, 'Catriel Beeri': 1, 'Katja Losemann': 1}"
MILAD AGHAJOHARI,"{'KR Apt': 1, 'EA Emerson': 1}"
GUY AVNI,"{'KR Apt': 1, 'EA Emerson': 1}"
AND THOMAS,"{'KR Apt': 1, 'EA Emerson': 1}"
Gorjan Alagic,"{'Zvika Brakerski': 1, 'Dennis Kretschmann': 1, 'Frederic Dupuis': 1, 'Finite Geometries': 1, 'Michele Mosca': 1, 'Gorjan Alagic': 2, 'Louis Salvail': 1, 'Andris Ambainis': 1, 'Scott Aaronson': 1, 'Dirk Schlingemann': 1, 'Aidan Roy': 1, 'Dave Bacon': 1, 'Mihir Bellare': 1, 'Joseph Emerson': 1, 'Tommaso Gagliardoni': 2, 'Gilles Brassard': 1, 'Jelle Don': 1, 'Omri Shmueli': 1, 'YiKai Liu': 1, 'Dominic Mayers': 1, 'Charles Bennett': 1, 'Thomas Johansson': 1, 'Dan Boneh': 2, 'Oded Goldreich': 1, 'Zhengfeng Ji': 2, 'Serge Fehr': 1, 'Since Vs': 1, 'LZ Qipeng': 1, 'Sina Shiehian': 1, 'William Slofstra': 1, 'Verify Vcrs': 1, 'Prove Pcrs': 1, 'Henry Yuen': 1, 'Andreas Hulsing': 1, 'Stephen Jordan': 1, 'Kirsten Eisentrager': 1, 'Gaetan Leurent': 1, 'Masakatu Morii': 1, 'Dominique Unruh': 1, 'Marc Kaplan': 1, 'Leo Ducas': 1, 'Sumegha Garg': 1, 'Mark Zhandry': 1, 'Ethan Bernstein': 1, 'Sean Hallgren': 1, 'Amit Sahai': 1, 'Lily Chen': 1, 'JeanFrancois Biasse': 1, 'Ronald Cramer': 1, 'Fang Song': 1, 'Thomas Santoli': 1, 'Chris Peikert': 1, 'QINDCCA QUF': 1, 'UF AE': 1, 'QAE QINDCCA': 1, 'QAE QUF': 1, 'Part II': 1, 'AE AE': 1}"
Christian Majenz,"{'Zvika Brakerski': 1, 'Dennis Kretschmann': 1, 'Frederic Dupuis': 1, 'Finite Geometries': 1, 'Michele Mosca': 1, 'Gorjan Alagic': 2, 'Louis Salvail': 1, 'Andris Ambainis': 1, 'Scott Aaronson': 1, 'Dirk Schlingemann': 1, 'Aidan Roy': 1, 'Dave Bacon': 1, 'Mihir Bellare': 1, 'Joseph Emerson': 1, 'Tommaso Gagliardoni': 2, 'Gilles Brassard': 1, 'Jelle Don': 1, 'Omri Shmueli': 1, 'YiKai Liu': 1, 'Dominic Mayers': 1, 'Charles Bennett': 1, 'Thomas Johansson': 1, 'Dan Boneh': 2, 'Oded Goldreich': 1, 'Zhengfeng Ji': 1, 'Serge Fehr': 1, 'Henry Yuen': 1, 'Andreas Hulsing': 1, 'Stephen Jordan': 1, 'Kirsten Eisentrager': 1, 'Gaetan Leurent': 1, 'Masakatu Morii': 1, 'Dominique Unruh': 1, 'Marc Kaplan': 1, 'Leo Ducas': 1, 'Sumegha Garg': 1, 'Mark Zhandry': 1, 'Ethan Bernstein': 1, 'Sean Hallgren': 1, 'Amit Sahai': 1, 'Lily Chen': 1, 'JeanFrancois Biasse': 1, 'Ronald Cramer': 1, 'Fang Song': 1, 'Thomas Santoli': 1, 'Chris Peikert': 1, 'QINDCCA QUF': 1, 'UF AE': 1, 'QAE QINDCCA': 1, 'QAE QUF': 1, 'Part II': 1, 'AE AE': 1}"
Alexander Russell,"{'Zvika Brakerski': 1, 'Dennis Kretschmann': 1, 'Frederic Dupuis': 1, 'Finite Geometries': 1, 'Michele Mosca': 1, 'Gorjan Alagic': 2, 'Louis Salvail': 1, 'Andris Ambainis': 1, 'Scott Aaronson': 1, 'Dirk Schlingemann': 1, 'Aidan Roy': 1, 'Dave Bacon': 1, 'Mihir Bellare': 1, 'Joseph Emerson': 1, 'Tommaso Gagliardoni': 2, 'Gilles Brassard': 1, 'Jelle Don': 1, 'Omri Shmueli': 1, 'YiKai Liu': 1, 'Dominic Mayers': 1, 'Charles Bennett': 1, 'Thomas Johansson': 1, 'Dan Boneh': 2, 'Oded Goldreich': 1, 'Zhengfeng Ji': 1, 'Serge Fehr': 1, 'Henry Yuen': 1, 'Andreas Hulsing': 1, 'Stephen Jordan': 1, 'Kirsten Eisentrager': 1, 'Gaetan Leurent': 1, 'Masakatu Morii': 1, 'Dominique Unruh': 1, 'Marc Kaplan': 1, 'Leo Ducas': 1, 'Sumegha Garg': 1, 'Mark Zhandry': 1, 'Ethan Bernstein': 1, 'Sean Hallgren': 1, 'Amit Sahai': 1, 'Lily Chen': 1, 'JeanFrancois Biasse': 1, 'Ronald Cramer': 1, 'Fang Song': 1, 'Thomas Santoli': 1, 'Chris Peikert': 1}"
Pablo Barenbaum,"{'Subject Reduction': 1, 'Schloss DagstuhlLeibnizZentrum': 1, 'Substitution Lemma': 1}"
Gonzalo Ciruelos,"{'Subject Reduction': 1, 'Schloss DagstuhlLeibnizZentrum': 1, 'Substitution Lemma': 1}"
MICKAEL RANDOUR,{'Schloss Dagstuhl': 1}
Tazin Afrin,"{'New Orleans': 1, 'Eli Review': 1, 'Writing Mentor': 1, 'Louisiana June': 1}"
Diane Litman,"{'New Orleans': 1, 'Eli Review': 1, 'Writing Mentor': 1, 'Louisiana June': 1}"
Mattias Billast,{'Van Leemput': 1}
David Robben,{'Van Leemput': 1}
Gilles ZURFLUH,{'Diego Ruiz': 1}
Marcus Liwicki,"{'Pradan Pattanayak': 1, 'Danilo Gligoroski': 1, 'Alex Biryukov': 1, 'Arvind Narayanan': 1, 'Zahra Beheshti': 1, 'Carsten Witt': 1, 'Mayank Raikwar': 1, 'Michael Crosby': 1, 'Russell Eberhart': 1, 'Rajeev Sobti': 1, 'Maurice Clerc': 1, 'Joseph Bonneau': 1, 'HL Willis': 1}"
Georgios Amanatidis,"{'If NWB': 1, 'Jing Chen': 1, 'Richard Cole': 1, 'Hau Chan': 1, 'David Kurokawa': 1, 'Jugal Garg': 1, 'Georgios Birmpas': 1, 'Laurent Gourves': 1, 'Arpita Biswas': 1, 'Nick Gravin': 1, 'AI Access': 1, 'Georgios Amanatidis': 1, 'Maria Kyropoulou': 1, 'Warut Suksompong': 1, 'Sylvain Bouveret': 1, 'Yann Chevaleyre': 1, 'Siddharth Barman': 1, 'Evangelos Markakis': 1, 'Ioannis Caragiannis': 1, 'Pooja Kulkarni': 1, 'Setareh Taki': 1, 'Marek Karpinski': 1, 'Piotr Berman': 1, 'Pasin Manurangsi': 1}"
Georgios Birmpas,"{'If NWB': 1, 'Jing Chen': 1, 'Richard Cole': 1, 'Hau Chan': 1, 'David Kurokawa': 1, 'Jugal Garg': 1, 'Georgios Birmpas': 1, 'Laurent Gourves': 1, 'Arpita Biswas': 1, 'Nick Gravin': 1, 'AI Access': 1, 'Georgios Amanatidis': 1, 'Maria Kyropoulou': 1, 'Warut Suksompong': 1, 'Sylvain Bouveret': 1, 'Yann Chevaleyre': 1, 'Siddharth Barman': 1, 'Evangelos Markakis': 1, 'Ioannis Caragiannis': 1, 'Pooja Kulkarni': 1, 'Setareh Taki': 1, 'Marek Karpinski': 1, 'Piotr Berman': 1, 'Pasin Manurangsi': 1}"
Aris FilosRatsikas,"{'If NWB': 1, 'Jing Chen': 1, 'Richard Cole': 1, 'Hau Chan': 1, 'David Kurokawa': 1, 'Jugal Garg': 1, 'Georgios Birmpas': 1, 'Laurent Gourves': 1, 'Arpita Biswas': 1, 'Nick Gravin': 1, 'AI Access': 1, 'Georgios Amanatidis': 1, 'Maria Kyropoulou': 1, 'Warut Suksompong': 1, 'Sylvain Bouveret': 1, 'Yann Chevaleyre': 1, 'Siddharth Barman': 1, 'Evangelos Markakis': 1, 'Ioannis Caragiannis': 1, 'Pooja Kulkarni': 1, 'Setareh Taki': 1, 'Marek Karpinski': 1, 'Piotr Berman': 1, 'Pasin Manurangsi': 1}"
Curtis Bright,{'Hall Jr': 1}
Brett Stevens,{'Hall Jr': 1}
Ilias Kotsireas,{'Hall Jr': 1}
LAURA BOCCHI,{'TC Chen': 1}
AN MELGRATTI,{'TC Chen': 1}
ETIENNE ANDR,"{'Benjamin Monmege': 1, 'Laurent Fribourg': 1, 'Judi Romijn': 1, 'Laurent Doyen': 2}"
DIDIER LIME,"{'Benjamin Monmege': 1, 'Laurent Fribourg': 1, 'Judi Romijn': 1, 'Laurent Doyen': 2}"
Haji Akhundov,"{'MD Yu': 1, 'JP Linnartz': 1, 'Prevent Misuse': 1}"
Said Hamdioui,"{'MD Yu': 1, 'JP Linnartz': 1, 'Prevent Misuse': 1}"
Mottaqiallah Taouil,"{'MD Yu': 1, 'JP Linnartz': 1, 'Prevent Misuse': 1}"
Fabio Fioravanti,{'TH Pham': 1}
Arthur Brack,{'Ruiz Iniesta': 1}
AHMED BOUAJJANI,"{'Hongseok Yang': 1, 'Trace Formally': 1, 'Mahsa Najafzadeh': 1, 'Alexey Gotsman': 1, 'Program Robustness': 1, 'Achour Mostefaoui': 1, 'Mustaque Ahamad': 1, 'Jade Alglave': 1, 'Giovanni Bernardi': 1, 'Sergio Almeida': 1, 'Minimal Violations': 1, 'Sameh Elnikety': 1, 'Matthieu Perrin': 1, 'Roland Meyer': 1, 'Gil Neiger': 1, 'From Lemma': 1, 'Lucas Brutschy': 1, 'Jiaqing Du': 1, 'Egor Derevenetc': 1, 'Kartik Nagar': 1, 'Andrea Cerone': 1, 'Ori Lahav': 1, 'ETH Zurich': 1, 'Joao Leitao': 1, 'Ahmed Bouajjani': 1, 'Constantin Enea': 1, 'Daniel Kroening': 1, 'Nick Giannarakis': 1, 'Causal Consistency': 1, 'Seth Gilbert': 1, 'Wyatt Lloyd': 1, 'Yuri Meshman': 1, 'USENIX Association': 1, 'Marek Zawirski': 1, 'Sebastian Burckhardt': 1, 'Luc Maranget': 1, 'PTR Prentice': 1, 'MF Atig': 1}"
ALEXANDER BENTKAMP,"{'Aart Middeldorp': 1, 'Morgan Kaufmann': 1, 'William Kaufmann': 1}"
SIMON CRUANES,"{'Aart Middeldorp': 1, 'Morgan Kaufmann': 1, 'William Kaufmann': 1}"
ALINE GOEMINNE,"{'By Lemma': 1, 'Veronique Bruyere': 1, 'Weak SPE': 1}"
Denis Diderot,"{'By Corollary': 1, 'Karin Quaas': 1, 'By Lemma': 1, 'Let Xnx': 1}"
SIMON PERDRIX,{'Simon Perdrix': 2}
CHRISTINE TASSON,{'Simon Perdrix': 1}
Sinem Aslan,{'Rota Bulo': 1}
