Name（当前作者）,Value（该作者引用过的作者及引用次数）
Simon Oechsner,"{'Boris Bellalta': 1, 'JeanFrancois Diouris': 1, 'Simon Oechsner': 1, 'Falko Dressler': 1, 'Abdalkarim Awad': 1, 'Sougata Pal': 1, 'Amol Deshpande': 1, 'Khalil Fakih': 1, 'Carlos Guestrin': 1}"
Boris Bellalta,"{'Boris Bellalta': 1, 'JeanFrancois Diouris': 1, 'Simon Oechsner': 1, 'Falko Dressler': 1, 'Abdalkarim Awad': 1, 'Sougata Pal': 1, 'Amol Deshpande': 1, 'Khalil Fakih': 1, 'Carlos Guestrin': 1}"
CHRISTOPH HAASE,"{'Alternative Semantics': 1, 'Finite Alphabets': 1, 'Priority Embedding': 1, 'Syntax Formally': 1, 'With Proposition': 1, 'Concluding Remarks': 1}"
SYLVAIN SCHMITZ,"{'Alternative Semantics': 1, 'Finite Alphabets': 1, 'Priority Embedding': 1, 'Syntax Formally': 1, 'With Proposition': 1, 'Concluding Remarks': 1}"
Peter Fontana,{'Carrier Sense': 1}
Le BourgetduLac,"{'Alexander Krauss': 1, 'Robin Milner': 1, 'Armin Heller': 1, 'Thorsten Altenkirch': 1, 'Nina Bohr': 1, 'Daron Vroon': 1, 'Amir BenAmram': 1, 'Damien Sereni': 1, 'Andreas Abel': 1}"
RUSS HARMER,"{'JR Faeder': 1, 'Thilo Gross': 1, 'Pierre Boutillier': 1, 'Gregor Engels': 1, 'Falko Krause': 1, 'Prakash Panangaden': 1, 'Jonathan Hayman': 1, 'AW Rosenbluth': 1, 'RW Branch': 1, 'Jean Krivine': 1, 'Robin Milner': 1, 'WS Hlavacek': 1, 'CarlFredrik Tiger': 1, 'Rules Finally': 1, 'Olivier Bournez': 1, 'Stephen Lack': 1}"
Suneetha Chittineni,"{'Alex TLP': 1, 'Sandeep Prakash': 1, 'Suneetha Chittineni': 1, 'LP Tay': 1}"
MARTIN HUSCHENBETT,"{'Alexander Kartzow': 1, 'Wesley Calvert': 1, 'Dietrich Kuske': 1, 'Erich Gradel': 1, 'Jiamou Liu': 1, 'Vince Barany': 1, 'RWTH Aachen': 1, 'Andre Nies': 1, 'Anuj Dawar': 1, 'Achim Blumensath': 1, 'Sasha Rubin': 1}"
ALEXANDER KARTZOW,"{'Alexander Kartzow': 1, 'Wesley Calvert': 1, 'Dietrich Kuske': 1, 'Erich Gradel': 1, 'Jiamou Liu': 1, 'Vince Barany': 1, 'RWTH Aachen': 1, 'Andre Nies': 1, 'Anuj Dawar': 1, 'Achim Blumensath': 1, 'Sasha Rubin': 1}"
JIAMOU LIU,"{'Alexander Kartzow': 1, 'Wesley Calvert': 1, 'Dietrich Kuske': 1, 'Erich Gradel': 1, 'Jiamou Liu': 1, 'Vince Barany': 1, 'RWTH Aachen': 1, 'Andre Nies': 1, 'Anuj Dawar': 1, 'Achim Blumensath': 1, 'Sasha Rubin': 1}"
THOMAS HILDEBRANDT,"{'Future Work': 1, 'Process Terms': 1, 'Session Typing': 1}"
TIJS SLAATS,"{'Future Work': 1, 'Process Terms': 1, 'Session Typing': 1}"
Russell Bradford,"{'RJ Bradford': 1, 'RM Corless': 1, 'WJ Olver': 1, 'DW Lozier': 1, 'JH Davenport': 3, 'DR Musser': 1, 'CW Brown': 2, 'IA Fotiou': 1, 'PA Parrilo': 1, 'GE Collins': 1}"
David Wilson,"{'RJ Bradford': 1, 'RM Corless': 1, 'WJ Olver': 1, 'DW Lozier': 1, 'JH Davenport': 3, 'DR Musser': 1, 'CW Brown': 2, 'IA Fotiou': 1, 'PA Parrilo': 1, 'GE Collins': 1}"
VoIP Services,"{'Mumtaz ALMukhtar': 1, 'Avaya Inc': 1, 'Edjair Mota': 1, 'EFFNET AB': 1, 'Rana Ahmed': 1, 'Liran Katzir': 1, 'Reuven Cohen': 1, 'Hans Hannu': 1, 'Wei Chu': 1, 'LarsAke Larzon': 1, 'Mosleh AbuAlhaj': 1, 'Aikaterin Gkritsi': 1, 'Huda Abdulwahed': 1, 'LarsErik Jonsson': 1, 'Spyridon Vassilaras': 1, 'Base Alawieh': 1, 'Jose Saldana': 1, 'Mikael Degermark': 1, 'Gary Audin': 1}"
SETH FOGARTY,{'Schloss Dagstuhl': 1}
ORNA KUPFERMAN,{'Schloss Dagstuhl': 1}
THOMAS WILKE,{'Schloss Dagstuhl': 1}
AND MOSHE,"{'Schloss Dagstuhl': 1, 'For PDP': 1}"
Saudi Arabia,"{'Future Work': 1, 'Lamia Fattouh': 1, 'Nikos Mamoulis': 1, 'Debashis Saha': 1}"
Julio Rubio,{'Fundamental Algebraic': 1}
Ibraheem Hamdi,"{'Andrey Bychkov': 1, 'Zhuang Liu': 1, 'Wajahat Nawaz': 1, 'Priya Goyal': 1, 'Alexey Dosovitskiy': 1, 'Nizar Ahmed': 1, 'Jyoti Rawat': 1, 'Hanzi Mao': 1, 'Seunghyun Lee': 1, 'TsungYi Lin': 1, 'Junjie Huang': 1, 'Subrajeet Mohapatra': 1, 'Dipti Patra': 1, 'Vincenzo Piuri': 1, 'Salman Shah': 1, 'Altug Yigit': 1, 'Lucas Beyer': 1, 'Annapurna Singh': 1, 'Hussein Hamad': 1}"
Hosam ElGendy,"{'Andrey Bychkov': 1, 'Zhuang Liu': 1, 'Wajahat Nawaz': 1, 'Priya Goyal': 1, 'Alexey Dosovitskiy': 1, 'Nizar Ahmed': 1, 'Jyoti Rawat': 1, 'Hanzi Mao': 1, 'Seunghyun Lee': 1, 'TsungYi Lin': 1, 'Junjie Huang': 1, 'Subrajeet Mohapatra': 1, 'Dipti Patra': 1, 'Vincenzo Piuri': 1, 'Salman Shah': 1, 'Altug Yigit': 1, 'Lucas Beyer': 1, 'Annapurna Singh': 1, 'Hussein Hamad': 1}"
Ahmed Sharshar,"{'Andrey Bychkov': 1, 'Zhuang Liu': 1, 'Wajahat Nawaz': 1, 'Priya Goyal': 1, 'Alexey Dosovitskiy': 1, 'Nizar Ahmed': 1, 'Jyoti Rawat': 1, 'Hanzi Mao': 1, 'Seunghyun Lee': 1, 'TsungYi Lin': 1, 'Junjie Huang': 1, 'Subrajeet Mohapatra': 1, 'Dipti Patra': 1, 'Vincenzo Piuri': 1, 'Salman Shah': 1, 'Altug Yigit': 1, 'Lucas Beyer': 1, 'Annapurna Singh': 1, 'Hussein Hamad': 1}"
Mohamed Saeed,"{'Andrey Bychkov': 1, 'Zhuang Liu': 1, 'Wajahat Nawaz': 1, 'Priya Goyal': 1, 'Alexey Dosovitskiy': 1, 'Nizar Ahmed': 1, 'Jyoti Rawat': 1, 'Hanzi Mao': 1, 'Seunghyun Lee': 1, 'TsungYi Lin': 1, 'Junjie Huang': 1, 'Subrajeet Mohapatra': 1, 'Dipti Patra': 1, 'Vincenzo Piuri': 1, 'Salman Shah': 1, 'Altug Yigit': 1, 'Lucas Beyer': 1, 'Annapurna Singh': 1, 'Hussein Hamad': 1}"
Carlos Cotta,{'Colomine Duran': 1}
Factorization Forest,"{'Universitat Kiel': 1, 'Schloss DagstuhlLeibnizZentrum': 1, 'MP Schutzenberger': 1}"
Sanjay Chouhan,"{'Turbo Zeroshot': 1, 'Turbo Fewshot': 1, 'WikiCommonCrawl FT': 1}"
Aparajita Dutta,"{'Turbo Zeroshot': 1, 'Turbo Fewshot': 1, 'WikiCommonCrawl FT': 1}"
,"{'National Sun': 1, 'SS Kao': 1, 'LD Tong': 1, 'JT Hung': 1}"
Florent Foucaud,"{'National Sun': 1, 'SS Kao': 1, 'LD Tong': 1, 'JT Hung': 1}"
Fabian Gr,{'JAMA Dermatology': 1}
Cristina CarmonaDuarte,"{'Perla Werner': 1, 'Zigeng Zhang': 1, 'CUP HC': 1, 'Christian OReilly': 1, 'Tiziana DAlessandro': 1, 'World Scientific': 1, 'Rejean Plamondon': 1, 'Puja Singh': 1, 'MA Ferrer': 1, 'RE Precup': 1, 'Sara Rosenblum': 1, 'AC Muller': 1, 'Donato Impedovo': 1, 'Moises Diaz': 1}"
Viacheslav Vyshegorodtsev,"{'Park YH': 1, 'Liénard JS': 1, 'Tasci ADA': 1, 'Choi YS': 1, 'Yang LC': 1, 'GarciaPerera LP': 1, 'Lee KJ': 1, 'St Julians': 1, 'Chang MW': 1}"
Emad Efatinasab,{ 'Rahman Fahim': 1}
Universidade Estadual,"{'Hong Kong': 1, 'Considering SciBERT': 1, 'Prentice Hall': 1, 'Ein Dor': 1}"
Diffusion Distance,"{'FC Explanation': 1, 'Van Looveren': 1}"
Francesco Marchiori,"{ 'Rahman Fahim': 1, 'El Mrabet': 1}"
Petra Hozzov,{'De Moura': 1}
Francesco Dibitonto,"{'JH Jacobsen': 1, 'ML Shyu': 1, 'SC Chen': 1, 'JY Zhu': 1}"
Fabio Garcea,"{'JH Jacobsen': 1, 'On PASCALPart': 1, 'ML Shyu': 1, 'SC Chen': 1, 'JY Zhu': 1}"
André Panisson,"{'JH Jacobsen': 1, 'On PASCALPart': 1, 'ML Shyu': 1, 'SC Chen': 1, 'JY Zhu': 1}"
Alan Perotti,"{'JH Jacobsen': 1, 'On PASCALPart': 1, 'ML Shyu': 1, 'SC Chen': 1, 'JY Zhu': 1}"
Besa Vial,"{'By Lemma': 1, 'Using Lemma': 1, 'In Section': 1}"
Vincent Christlein,"{'Curran Associates': 1, 'Bellevue Jun': 1, 'Zurich Sep': 1, 'Istanbul Aug': 1, 'Stockholm Aug': 1, 'Buffalo Aug': 1, 'Columbus Jun': 1, 'Barcelona Sep': 1, 'Tours Apr': 1, 'Heraklion Sep': 1}"
David Bernecker,"{'Curran Associates': 1, 'Bellevue Jun': 1, 'Zurich Sep': 1, 'Istanbul Aug': 1, 'Stockholm Aug': 1, 'Buffalo Aug': 1, 'Columbus Jun': 1, 'Barcelona Sep': 1, 'Tours Apr': 1, 'Heraklion Sep': 1}"
Andreas Maier,"{'Curran Associates': 1, 'Bellevue Jun': 1, 'Zurich Sep': 1, 'Istanbul Aug': 1, 'Stockholm Aug': 1, 'Buffalo Aug': 1, 'Columbus Jun': 1, 'Barcelona Sep': 1, 'Tours Apr': 1, 'Heraklion Sep': 1}"
Elli Angelopoulou,"{'Curran Associates': 1, 'Bellevue Jun': 1, 'Zurich Sep': 1, 'Istanbul Aug': 1, 'Stockholm Aug': 1, 'Buffalo Aug': 1, 'Columbus Jun': 1, 'Barcelona Sep': 1, 'Tours Apr': 1, 'Heraklion Sep': 1}"
BORZOO BONAKDARPOURb,"{'Bradley Alexander': 1, 'Inductive Step': 1, 'Pierre Ganty': 1, 'Eran Yahav': 1, 'Fei Pu': 1, 'Fathiyeh Faghih': 1, 'Martin Lange': 1, 'Borzoo Bonakdarpour': 1, 'Radu Grosu': 1, 'Barbara Jobstmann': 1, 'Mind Series': 1, 'Michael Huth': 1, 'Ezio Bartocci': 1, 'Patrick Cousot': 1, 'Marius Bozga': 1, 'Thomas Eiter': 1, 'Susanne Graf': 1, 'Related Work': 1, 'Roderick Bloem': 1, 'Erika Abraham': 1, 'Christel Baier': 1, 'Rob Gerth': 1, 'Miguel Carrillo': 1, 'Francesco Buccafurri': 1, 'Andreas Podelski': 1, 'MuhammadZubair Malik': 1, 'Roopsha Samanta': 1, 'Martin Vechev': 1, 'Yu Pei': 1, 'Patrice Godefroid': 1, 'Dennis Dams': 1, 'Ali Ebnenasir': 1, 'Yi Wei': 1, 'Thomas Ackling': 1, 'Shashank Pathak': 1, 'Radha Jagadeesan': 1, 'Rayna Dimitrova': 1, 'Michael Kelly': 1, 'Sharon Shoham': 1, 'Andreas Griesmayer': 1, 'Stefan Staber': 1, 'Yan Zhang': 1, 'Alain Girault': 1, 'Guy Avni': 1, 'Orna Grumberg': 1, 'Byron Cook': 1, 'Farn Wang': 1}"
PANAGIOTIS KATSAROSc,"{'Bradley Alexander': 1, 'Inductive Step': 1, 'Pierre Ganty': 1, 'Eran Yahav': 1, 'Fei Pu': 1, 'Fathiyeh Faghih': 1, 'Martin Lange': 1, 'Borzoo Bonakdarpour': 1, 'Radu Grosu': 1, 'Barbara Jobstmann': 1, 'Mind Series': 1, 'Michael Huth': 1, 'Ezio Bartocci': 1, 'Patrick Cousot': 1, 'Marius Bozga': 1, 'Thomas Eiter': 1, 'Susanne Graf': 1, 'Related Work': 1, 'Roderick Bloem': 1, 'Erika Abraham': 1, 'Christel Baier': 1, 'Rob Gerth': 1, 'Miguel Carrillo': 1, 'Francesco Buccafurri': 1, 'Andreas Podelski': 1, 'MuhammadZubair Malik': 1, 'Roopsha Samanta': 1, 'Martin Vechev': 1, 'Yu Pei': 1, 'Patrice Godefroid': 1, 'Dennis Dams': 1, 'Ali Ebnenasir': 1, 'Yi Wei': 1, 'Thomas Ackling': 1, 'Shashank Pathak': 1, 'Radha Jagadeesan': 1, 'Rayna Dimitrova': 1, 'Michael Kelly': 1, 'Sharon Shoham': 1, 'Andreas Griesmayer': 1, 'Stefan Staber': 1, 'Yan Zhang': 1, 'Alain Girault': 1, 'Guy Avni': 1, 'Orna Grumberg': 1, 'Byron Cook': 1, 'Farn Wang': 1}"
Laura Kov,"{'Leo Bachmair': 1, 'Deepak Kapur': 1, 'Simon Cruanes': 1, 'William McCune': 1, 'Robert Nieuwenhuis': 1, 'Armin Biere': 1, 'Dilyana Dimova': 1, 'In CADE': 1, 'Laura Kovacs': 2, 'Christoph Weidenbach': 1, 'Giles Reger': 1, 'Bernhard Gleiss': 1, 'Jakob Rath': 1, 'Stephan Schulz': 1, 'Fabio Somenzi': 1, 'Zyad Hassan': 1, 'WM Wonham': 1, 'Alessandro Cimatti': 1, 'Alberto Griggio': 1, 'Robert Brayton': 1, 'Niklas Sorensson': 1, 'Sajed Miremadi': 1, 'Bengt Lennartson': 1, 'Rajeev Motwani': 1, 'Alan Mishchenko': 1, 'Knut Akesson': 1, 'PJ Ramadge': 1, 'Niklas Een': 1}"
Wadid Foudhaili,{'Le Jeune': 1}
Florian Geissler,"{'Wei Dong': 1, 'Jia Deng': 1, 'Barredo Arrieta': 1}"
Syed Qutub,"{'Wei Dong': 1, 'Jia Deng': 1, 'Barredo Arrieta': 1}"
Michael Paulitsch,"{'Wei Dong': 1, 'Jia Deng': 1, 'Barredo Arrieta': 1}"
Zheng Grace,"{'AM Elaiw': 1, 'IR Dalimi': 1, 'Al Skaif': 1}"
JENS KOSIOL,"{'Objective Function': 1, 'Precedence Graphs': 1, 'ILPbased Construction': 1, 'Related Work': 1}"
Bridging Digital,"{'Christian Jacquemin': 1, 'Pluta Between': 1, 'Alexis Clay': 1, 'Andrea Bunt': 1, 'Virtual Reality': 1, 'In Europe': 1, 'Les Solitudes': 1, 'Georges Gagnere': 1, 'Gilbert Simondon': 1, 'Creating Augmented': 1, 'Richard Helm': 1, 'Maja Stark': 1, 'XR Art': 1, 'Michael Nebeling': 1, 'Cédric Plessiet': 1, 'Andreas Fischer': 1, 'Tom Mays': 1, 'Sara Grimm': 1, 'Narges Ashtari': 1, 'Erich Gamma': 1, 'AKNRegie Bridging': 1, 'Elisabeth Thielen': 1, 'Linda Candy': 1, 'Georges Gagneré': 1, 'Edmond Couchot': 1, 'Grady Booch': 1, 'Ivar Jacobson': 1, 'Culture Successful': 1}"
Sinan Gultekin,"{'Andrea Zugarini': 1, 'Stephan Bloehdorn': 1, 'Lysandre Debut': 1, 'Jesse Dodge': 1, 'Sasha Luccioni': 1, 'Don Tuggener': 1, 'Abhik Jana': 1, 'Roy Schwartz': 1, 'Leonidas Gee': 1, 'Victor Sanh': 1, 'Corinna Cortes': 1, 'Ilias Chalkidis': 1, 'David Rolnick': 1, 'Victor Schmidt': 1}"
Achille Globo,"{'Andrea Zugarini': 1, 'Stephan Bloehdorn': 1, 'Lysandre Debut': 1, 'Jesse Dodge': 1, 'Sasha Luccioni': 1, 'Don Tuggener': 1, 'Abhik Jana': 1, 'Roy Schwartz': 1, 'Leonidas Gee': 1, 'Victor Sanh': 1, 'Corinna Cortes': 1, 'Ilias Chalkidis': 1, 'David Rolnick': 1, 'Victor Schmidt': 1}"
Andrea Zugarini,"{'Andrea Zugarini': 1, 'Stephan Bloehdorn': 1, 'Lysandre Debut': 1, 'Jesse Dodge': 1, 'Sasha Luccioni': 1, 'Don Tuggener': 1, 'Abhik Jana': 1, 'Roy Schwartz': 1, 'Leonidas Gee': 1, 'Victor Sanh': 1, 'Corinna Cortes': 1, 'Ilias Chalkidis': 1, 'David Rolnick': 1, 'Victor Schmidt': 1}"
Marco Ernandes,"{'Andrea Zugarini': 1, 'Stephan Bloehdorn': 1, 'Lysandre Debut': 1, 'Jesse Dodge': 1, 'Sasha Luccioni': 1, 'Don Tuggener': 1, 'Abhik Jana': 1, 'Roy Schwartz': 1, 'Leonidas Gee': 1, 'Victor Sanh': 1, 'Corinna Cortes': 1, 'Ilias Chalkidis': 1, 'David Rolnick': 1, 'Victor Schmidt': 1}"
Danel Arias,{'HY Huang': 1}
Benjamin Doerr,"{'CY Chuang': 1, 'WL Hsu': 1}"
OSCAR DEFRAIN,"{'Frédéric Mazoit': 1, 'Ami Paz': 1, 'Colin McDiarmid': 1, 'Laurent Feuilloley': 1, 'Pedro Montealegre': 1, 'Neil Robertson': 1, 'Keren CensorHillel': 1, 'Mika G??s': 1, 'Moni Naor': 1, 'Louis Esperet': 1, 'Colin Geniet': 1, 'Shay Kutten': 1, 'Rotem Oshman': 1, 'Merav Parter': 1, 'Amos Korman': 1, 'Gillat Kol': 1, 'Business Media': 1, 'Nicolas Bousquet': 1, 'Pierre Fraigniaud': 1, 'Benjamin Jauregui': 1, 'Pierluigi Crescenzi': 1}"
LOUIS ESPERET,"{'Frédéric Mazoit': 1, 'Ami Paz': 1, 'Colin McDiarmid': 1, 'Laurent Feuilloley': 1, 'Pedro Montealegre': 1, 'Neil Robertson': 1, 'Keren CensorHillel': 1, 'Mika G??s': 1, 'Moni Naor': 1, 'Louis Esperet': 1, 'Colin Geniet': 1, 'Shay Kutten': 1, 'Rotem Oshman': 1, 'Merav Parter': 1, 'Amos Korman': 1, 'Gillat Kol': 1, 'Business Media': 1, 'Nicolas Bousquet': 1, 'Pierre Fraigniaud': 1, 'Benjamin Jauregui': 1, 'Pierluigi Crescenzi': 1, 'CJ Colbourn': 1, 'ER Scheinerman': 1, 'BN Clark': 1, 'CJH McDiarmid': 1, 'DH Ullman': 1}"
PAT MORIN,"{'Frédéric Mazoit': 1, 'Ami Paz': 1, 'Colin McDiarmid': 1, 'Laurent Feuilloley': 1, 'Pedro Montealegre': 1, 'Neil Robertson': 1, 'Keren CensorHillel': 1, 'Mika G??s': 1, 'Moni Naor': 1, 'Louis Esperet': 1, 'Colin Geniet': 1, 'Shay Kutten': 1, 'Rotem Oshman': 1, 'Merav Parter': 1, 'Amos Korman': 1, 'Gillat Kol': 1, 'Business Media': 1, 'Nicolas Bousquet': 1, 'Pierre Fraigniaud': 1, 'Benjamin Jauregui': 1, 'Pierluigi Crescenzi': 1}"
Frutos Escrig,"{'Peter Aczel': 1, 'Jesse Hughes': 1, 'Carlos Gregorio': 1, 'Daniele Varacca': 1, 'Ana Sokolova': 1, 'Bart Jacobs': 1, 'Roberto Segala': 1, 'Falk Bartels': 1}"
ALESSANDRO ALDINI,{'Background Definitions': 1}
Gilles Dowek,"{'Continuing Example': 1, 'In GMa': 1, 'Both PmsPrm': 1, 'Laurent Braud': 1}"
Craig Goodwin,{'Cerratto Pargman': 1}
Sandra Woolley,{'Cerratto Pargman': 1}
Robin Coutelier,"{'Leo Bachmair': 1, 'Deepak Kapur': 1, 'Simon Cruanes': 1, 'William McCune': 1, 'Robert Nieuwenhuis': 1, 'Armin Biere': 1, 'Dilyana Dimova': 1, 'In CADE': 1, 'Laura Kovacs': 1, 'Christoph Weidenbach': 1, 'Giles Reger': 1, 'Bernhard Gleiss': 1, 'Jakob Rath': 1, 'Stephan Schulz': 1}"
Barbora Hudcov,"{'MarcelPaul Schutzenberger': 1, 'Yu He': 1, 'Samuel Eilenberg': 1, 'Marianne Delorme': 1, 'Jacques Mazoyer': 1, 'Zsuzsanna Roka': 1, 'Olivier Martin': 1, 'Nicolas Ollinger': 1, 'Erica Jen': 1, 'Klaus Sutner': 1, 'Stephen Wolfram': 1, 'Puhua Guan': 1, 'Andrew Odlyzko': 1, 'Jurgen Albert': 1}"
Jakub Kr,"{'MarcelPaul Schutzenberger': 1, 'Yu He': 1, 'Samuel Eilenberg': 1, 'Marianne Delorme': 1, 'Jacques Mazoyer': 1, 'Zsuzsanna Roka': 1, 'Olivier Martin': 1, 'Nicolas Ollinger': 1, 'Erica Jen': 1, 'Klaus Sutner': 1, 'Stephen Wolfram': 1, 'Puhua Guan': 1, 'Andrew Odlyzko': 1, 'Jurgen Albert': 1}"
San Francisco,"{'Mikey Goldweber': 1, 'Christianne Corbett': 1, 'Meica Magnani': 1, 'Casey Fiesler': 1, 'Nichole Pinkard': 1, 'Alicia Morris': 1, 'Michael Skirpan': 1, 'Alannah Oleson': 1, 'Natalie Kiesler': 1, 'David Liu': 1, 'Barbara Moskal': 1, 'Francisco Castro': 1, 'Sepehr Vakil': 1, 'Responsible Comput': 1, 'Michael Buckley': 1, 'Kylan Stewart': 1, 'Natalie Garrett': 1, 'Aman Yadav': 1, 'Helene Kershner': 1, 'Lena Cohen': 1, 'Sahitya Raipura': 1, 'Samuel Mann': 1, 'Jane Margolis': 1, 'Bruce Debruhl': 1, 'Bo Brinkman': 1, 'Randy Stoecker': 1, 'Diane Horton': 1, 'Keith Miller': 1, 'Dastyni Loksa': 1, 'Heila Precel': 1, 'Mikhaila Friske': 1, 'Mawera Karetai': 1, 'Victoria Dean': 1, 'Cass Zegura': 1}"
Zheng Chen,"{'Yoonho Lee': 1, 'Xu Han': 1, 'MingWei Chang': 1, 'Hendrik Strobelt': 1, 'Adaku Uchendu': 1, 'Yizhe Zhang': 1, 'Muhammad AbdulMageed': 1, 'Harald Stiff': 1, 'Jingyang Sun': 1, 'Sebastian Gehrmann': 1, 'Sanjay Vishwakarma': 1, 'Lysandre Debut': 1, 'Daniel Duckworth': 1, 'Xin Zhang': 1, 'Thomas Wolf': 1, 'Biyang Guo': 1, 'Ari Holtzman': 1, 'Irene Solaiman': 1, 'Angela Fan': 1, 'Benjamin Mann': 1, 'Ashish Vaswani': 1, 'Benjamin Lucas': 1, 'Haotian Mai': 1, 'Zhipeng Li': 1, 'Yinhan Liu': 1, 'Jacob Devlin': 1, 'Zhengyan Zhang': 1, 'Eric Mitchell': 1, 'Mike Lewis': 1, 'Rowan Zellers': 1, 'Siqi Sun': 1, 'Jan Buys': 1, 'Miles Brundage': 1, 'Thai Le': 1, 'Tom Brown': 1, 'Ganesh Jawahar': 1, 'Myle Ott': 1, 'Juan CruzBenito': 1}"
Huming Liu,"{'Yoonho Lee': 1, 'Xu Han': 1, 'MingWei Chang': 1, 'Hendrik Strobelt': 1, 'Adaku Uchendu': 1, 'Yizhe Zhang': 1, 'Muhammad AbdulMageed': 1, 'Harald Stiff': 1, 'Jingyang Sun': 1, 'Sebastian Gehrmann': 1, 'Sanjay Vishwakarma': 1, 'Lysandre Debut': 1, 'Daniel Duckworth': 1, 'Xin Zhang': 1, 'Thomas Wolf': 1, 'Biyang Guo': 1, 'Ari Holtzman': 1, 'Irene Solaiman': 1, 'Angela Fan': 1, 'Benjamin Mann': 1, 'Ashish Vaswani': 1, 'Benjamin Lucas': 1, 'Haotian Mai': 1, 'Zhipeng Li': 1, 'Yinhan Liu': 1, 'Jacob Devlin': 1, 'Zhengyan Zhang': 1, 'Eric Mitchell': 1, 'Mike Lewis': 1, 'Rowan Zellers': 1, 'Siqi Sun': 1, 'Jan Buys': 1, 'Miles Brundage': 1, 'Thai Le': 1, 'Tom Brown': 1, 'Ganesh Jawahar': 1, 'Myle Ott': 1, 'Juan CruzBenito': 1}"
PRIVATE ALTERNATING,"{'Zuzana Bednarova': 1, 'Seymour Ginsburg': 1, 'Andris Ambainis': 1, 'Emmanuel Jeandel': 1, 'PRIVATE ALTERNATING': 1, 'Mika Hirvensalo': 1, 'Daowen Qiu': 1, 'Silvio Micali': 1, 'Arto Salomaaa': 1, 'Paulo Mateus': 1, 'Tao Jiang': 1, 'Jonathan DeMarrais': 1, 'Lvzhou Li': 1, 'Klaus Reinhardt': 1, 'Harm Derksen': 1, 'Cristopher Moore': 1}"
AND QUANTUM,"{'Zuzana Bednarova': 1, 'Seymour Ginsburg': 1, 'Andris Ambainis': 1, 'Emmanuel Jeandel': 1, 'PRIVATE ALTERNATING': 1, 'Mika Hirvensalo': 1, 'Daowen Qiu': 1, 'Silvio Micali': 1, 'Arto Salomaaa': 1, 'Paulo Mateus': 1, 'Tao Jiang': 1, 'Jonathan DeMarrais': 1, 'Lvzhou Li': 1, 'Klaus Reinhardt': 1, 'Harm Derksen': 1, 'Cristopher Moore': 1}"
Yongsong Huang,{'Maria Carlucci': 1}
Wanqing Xie,{'Maria Carlucci': 1}
Mingzhen Li,{'Maria Carlucci': 1}
Mingmei Cheng,{'Maria Carlucci': 1}
Automatic Control,"{'Ignacio Ramirez': 1, 'Paul Irofti': 1, 'Zhe Lin': 1, 'Zhuolin Jiang': 1, 'Michael Elad': 1, 'Pablo Sprechmann': 1, 'Rob Fergus': 1, 'Bogdan Dumitrescu': 1, 'Michael Zibulevsky': 1, 'Michal Aharon': 1, 'Kjersti Engan': 1, 'Ron Rubinstein': 1, 'Li FeiFei': 1, 'Ramin Rezaiifar': 1}"
Marcelo Fiorea,{'CK Hur': 1}
Zeinab Galalb,{'CK Hur': 1}
Farzad Jafarrahmanib,{'CK Hur': 1}
YORIYUKI YAMAGATA,"{'Proof First': 1, 'Under Assumption': 1, 'In Assumption': 1, 'Put Assumption': 1, 'From Lemma': 1}"
Georg Hahn,"{'Yoshiki Matsuda': 1, 'Trevor Lanting': 1, 'Arnab Das': 1, 'Gianni Mossi': 1, 'Florent Krzakala': 1, 'Lenka Zdeborova': 1, 'Scott Kirkpatrick': 1, 'Tristan Zaborniak': 1, 'Tadashi Kadowaki': 1, 'Szilard Szalay': 1, 'Erica Grant': 1, 'Satoshi Morita': 1, 'Toby Walsh': 1, 'In Section': 1, 'Vicky Choi': 1, 'Mario Konz': 1, 'Jeffrey Marshall': 1, 'Nike Dattani': 1, 'Hidetoshi Nishimori': 1, 'Zheng Zhu': 1, 'Tameem Albash': 1, 'Salvatore Mandra': 1, 'IOP Publishing': 1}"
Elijah Pelofske,"{'Yoshiki Matsuda': 1, 'Trevor Lanting': 1, 'Arnab Das': 1, 'Gianni Mossi': 1, 'Florent Krzakala': 1, 'Lenka Zdeborova': 1, 'Scott Kirkpatrick': 1, 'Tristan Zaborniak': 1, 'Tadashi Kadowaki': 1, 'Szilard Szalay': 1, 'Erica Grant': 1, 'Satoshi Morita': 1, 'Toby Walsh': 1, 'In Section': 1, 'Vicky Choi': 1, 'Mario Konz': 1, 'Jeffrey Marshall': 1, 'Nike Dattani': 1, 'Hidetoshi Nishimori': 1, 'Zheng Zhu': 1, 'Tameem Albash': 1, 'Salvatore Mandra': 1, 'IOP Publishing': 1}"
Tarek ElShishtawy,"{'Identifying Adjectives': 1, 'RuleBased Lexicons': 1, 'KAl Ameed': 1}"
Fatma ElGhannam,"{'Identifying Adjectives': 1, 'RuleBased Lexicons': 1, 'KAl Ameed': 1}"
ENS Paris,"{'By Lemma': 1, 'Stephan Kreutzer': 1}"
Marcel Hinsche,"{'Curran Associates': 1, 'British Columbia': 1, 'Leibniz Interna': 1, 'Germany Schloss': 1, 'Leibniz International': 1}"
MUHAMMAD NAJIB,"{'For ETWI': 1, 'Future Work': 1, 'Schloss Dagstuhl': 1}"
PATRICK TOTZKE,{'Schloss Dagstuhl': 1}
Susanne Dandl,{ 'Morgan Kaufmann': 1}
Sohom Ghosh,{'CR Huang': 1}
Ankush Chopra,{'CR Huang': 1}
