author,h_index,total_citations,paper_count
Milos Cvetkovic,1,1,1
Davood Babazadeh,1,1,1
Sebastian Rohjans,1,1,1
Suguman Bansal,1,15,1
Swarat Chaudhuri,1,15,1
Pasquale De Rosa,1,3,1
Peter Palensky,1,1,1
Sebastian Lehnhoff,1,1,1
Tom van Bussel,1,2,1
Matias David Lee,1,2,1
Prashanth Gurunath Shivakumar,1,23,1
Panayiotis Georgiou,1,23,1
Rainer Niedermayr,1,5,1
Tobias R?hm,1,5,1
Vsevolod Rakita,1,5,1
Guilherme de C. M. Gomes,1,21,1
Carlos V. G. C. Lima,1,21,1
Vin¨ªcius F. dos Santos,1,21,1
M¨¦lodie Lapointe,1,2,1
Hongyu Li,1,23,1
Kexin Shi,1,23,1
Keke Gai,1,23,1
Traian Florin Serbanuta,1,60,1
Dun Qiu,1,7,2
Wim Vanroose,1,1,1
Stefan Schulze Frielinghaus,1,1,1
Michael Petter,1,1,1
Helmut Seidl,1,1,1
Kahina Meslem,1,7,1
Simon Schmidt,1,7,1
Souad Slimani,1,7,1
Bishoy Moussa,1,2,1
Mahmoud Mostafa,1,2,1
Mahmoud El-Khouly,1,2,1
Lawrence Nehemiah,1,10,1
Quentin Menet,1,49,1
Marcus Groesser,1,49,1
Clemens Ley,1,9,1
Fer-Jan de Vries,1,32,2
Sayed Chhattan Shah,1,3,1
Alexandre Talon,1,10,1
Dominique Andres,1,8,1
Edwin Lock,1,8,1
Jesse Beisegel,1,12,1
Carolin Denkert,1,12,1
Ekkehard K?hler,1,12,1
Matja? Krnc,1,12,1
Nevena Piva?,1,12,1
Robert Scheffler,1,12,1
Martin Strehler,1,12,1
Andrei Stefanescu,1,60,1
Stefan Ciobaca,1,60,1
Radu Mereuta,1,60,1
Brandon Moore,1,60,1
Florian Rupp,1,2,1
?ukasz Merta,1,1,1
Jeffrey Remmel,1,1,2
Narda Cordero-Michel,1,5,1
Benjamin Schnabel,1,2,1
Youshan Zhang,1,11,1
Liangdong Guo,1,11,1
Qi Li,1,11,1
Junhui Li,1,11,1
Rafael Araujo,1,6,1
Eurinardo Costa,1,6,1
Kai Eckert,1,2,1
Rudini Sampaio,1,6,1
Ueverton S. Souza,1,6,1
Matthew Coudron,1,7,1
Amin Shiraz Gilani,1,7,1
Aleksander Vesel,1,13,1
Luc Boasson,1,6,1
Adrita Barua,1,9,1
Cara Widmer,1,9,1
Martin Bullinger,1,12,1
M. E. Messinger,1,10,2
Marija Prokopijevi?,1,1,1
Aleksandar Stan?i?,1,1,1
Jelena Vasiljevi?,1,1,2
?eljko Stojkovi?,1,1,1
Goran Dimi?,1,1,1
Jelena Sopta,1,1,1
Dalibor Risti?,1,1,1
Dhinaharan Nagamalai,1,1,2
Alejandro Contreras-Balbuena,1,10,1
Ilan A. Goldfeder,1,10,1
Ynte Vanderhoydonc,1,1,1
Owen Lynch,1,1,1
Kris Brown,1,1,1
James Fairbanks,1,1,1
Evan Patterson,1,1,1
M. Soheil Shamaee,1,2,1
S. Fathi Hafshejani,1,2,1
Z. Saeidian,1,2,1
Gustavo Bartz Guedes,1,1,1
Quentin Delfosse,1,18,1
Arnaud P¨ºcher,1,8,1
Antoine S¨¦dillot,1,8,1
Octavio A. Agust¨ªn-Aquino,1,1,1
Guerino Mazzola,1,1,1
Erwin Engeler,1,2,1
Danilo Korze,1,13,1
David Gil,1,1,1
David P. Woodruff,1,1175,1
Thomas Martin Gawlitza,1,16,1
Laurence Tratt,1,7,1
Christian Haack,1,52,1
Marieke Huisman,1,52,1
Cl¨¦ment Hurlin,1,52,1
Afshin Amighi,1,52,1
Alexander Heussner,1,70,1
Chris Thachuk,1,18,1
Simo Alami C.,1,1,1
Paul Kim Long V. Nguyen,1,5,1
Jason Rute,1,5,1
Andrea Turrini,1,6,1
Ines Marusic,1,8,1
Ulrich Sch?pp,1,13,1
J¨¦r¨¦mie Decock,1,1,1
Robin Cockett,1,12,1
Ana Estela Antunes da Silva,1,1,1
Matteo Capucci,1,2,1
Bruno Gavranovi?,1,2,1
Abdullah Malik,1,2,1
Francisco Rios,1,2,1
Jonathan Weinberger,1,3,2
Celina Kacperski,1,6,1
Tobias Vogel,1,6,1
Florian Kutzner,1,6,1
Antonio Ferr¨¢ndez,1,1,1
Roc¨ªo Lavigne-Cerv¨¢n,1,1,1
Jes¨²s Peral,1,1,1
Ignasi Navarro-Soria,1,1,1
¨¢ngel Lloret,1,1,1
Michael Wooldridge,1,15,1
Giacomo Kahn,1,12,1
Matthieu Rosenfeld,1,12,1
Ville Junnila,1,5,2
Carmen Rocamora,1,1,1
Diane Castonguay,1,2,1
Erika M. M. Coelho,1,2,1
Hebert Coelho,1,2,1
Julliano R. Nascimento,1,2,1
Salih Durhan,1,2,2
Guido Sciavicco,1,6,3
Dimitris Mostrous,1,23,1
Wolfgang Stammer,1,18,1
Emma Kerinec,1,23,1
Thomas Rothenbacher,1,18,1
Dwarak Vittal,1,18,1
Jinn-Shyong Yang,1,35,1
?ukasz Czajka,1,9,2
Marisa Gaetz,1,6,1
Valeria Vignudelli,1,9,1
Hongliang Lu,1,3,2
Qinglin Yu,1,1,1
Neslihan Suzen,1,75,1
Alexander Gorban,1,75,1
Jeremy Levesley,1,75,1
Evgeny Mirkes,1,75,1
Cole Comfort,1,12,1
Priyaa Srinivasan,1,12,1
Inanc Seylan,1,25,1
Julian Gutierrez,1,15,1
Paul Harrenstein,1,15,1
Kristian Kersting,1,18,1
Huazhong L¨¹,1,9,1
Tingzeng Wu,1,9,1
Dejan Lavbi?,1,9,1
Iztok Lajovic,1,9,1
Marjan Krisper,1,9,1
Tobias Kapp¨¦,1,2,1
Mikel K. Ngueajio,1,33,1
Pablo Ca?ones,1,2,1
Boris K?pf,1,2,1
Miheer Dewaskar,1,21,1
Tero Laihonen,1,5,2
Tuomo Lehtil?,1,4,1
Gloria Washington,1,33,1
Jou-Ming Chang,1,35,1
Kung-Jui Pai,1,35,1
Ro-Yu Wu,1,35,1
Adrien Durier,1,10,1
Kengo Enami,1,5,1
Gal Vardi,1,2,1
Ulrich Dorsch,1,18,1
Margaret Archibald,1,1,1
Aubrey Blecher,1,1,1
Charlotte Brennan,1,1,1
Arnold Knopfmacher,1,1,1
Mark Ward,1,1,1
Peter Braun,1,14,1
Reece Nicholls,1,2,1
Laure Daviaud,1,2,1
Bruno Guillon,1,2,1
Vincent Penelle,1,2,1
A. V. Sreejith,1,2,1
Andrey V. Savchenko,1,73,1
Jianliang Wu,1,3,1
Thanaa S. Alnusairi,1,12,1
Ryan Fellows,1,2,1
Yassine Daadaa,1,12,1
Cl¨¦ment Aubert,1,11,1
Marc Bagnol,1,11,2
Miklos Santha,1,14,1
Jamie Sikora,1,14,1
Aarthi Sundaram,1,14,1
Steve Battle,1,2,1
Blaise Genest,1,21,1
Adwait Amit Godbole,1,21,1
Pascal Caron,1,8,1
Edwin Hamel-De le court,1,8,1
Jean-Gabriel Luque,1,8,1
Bruno Patrou,1,8,1
Irina Gribanova,1,16,1
Oleg Zaikin,1,16,1
Stepan Kochemazov,1,16,1
Miklos Bona,1,15,2
Michael Cory,1,15,1
Danny Nguyen,1,7,1
Igor Pak,1,7,1
Martin Mu?oz,1,21,1
C. J. Casselgren,1,8,1
Petros A. Petrosyan,1,8,1
Chuanan Wei,1,1,2
Jan Philipps,1,14,1
Bernhard Sch?tz,1,14,1
Filippo Cavallari,1,1,1
Hisham Ihshaish,1,2,1
Aijun Dong,1,3,1
Felix Klein,1,32,1
J¨¢n Pich,1,27,1
Nathalie Aubrun,1,30,1
Sebasti¨¢n Barbieri,1,30,1
Mathieu Sablik,1,30,1
Martin Leucker,1,31,1
Marcel Wild,1,37,1
Kashif Mahmood,1,44,1
Ameen Chilwan,1,44,1
Olav N. ?sterb?,1,44,1
Michael Jarschel,1,44,1
Naoto Ohsaka,1,9,1
Gianluca De Marco,1,26,1
Dariusz R. Kowalski,1,26,1
Alexander Semenov,1,16,1
Ilya Otpuschennikov,1,16,1
Elena Mohr,1,6,1
Varun Ramanathan,1,4,1
Guillermo Mart¨ªn-S¨¢nchez,1,3,1
Sander Boht¨¦,1,3,1
Xingshi He,1,62,1
Mehmet Karamanoglu,1,62,1
Yuxin Zhao,1,62,1
Antonin Delpeuch,1,13,1
Sebastian Otte,1,3,1
Alex McDonough,1,1,1
Enrique Miralles-Dolz,1,1,1
Niels M. P. Neumann,1,7,1
Xian Xu,1,8,1
Ji?¨ª Adamek,1,1,1
Bernard Lidicky,1,12,1
Tom¨¢? Vysko?il,1,12,1
Xinwei He,1,2,1
A. J. Hildebrand,1,2,1
Yuchen Li,1,2,1
Yunyi Zhang,1,2,1
Vasileios Mavroeidis,1,234,1
Kamer Vishi,1,234,1
Mateusz D. Zych,1,234,1
Audun J?sang,1,234,1
Robert S. Wezeman,1,7,1
Sumiati,1,12,1
Dongyang Kuang,1,4,2
Wei Zhuang,1,9,1
Guoliang Hao,1,9,1
Matthias Weber,1,1,1
Zongyan Huang,1,23,1
Lawrence C. Paulson,1,23,1
Micha?l Cadilhac,1,3,1
Richard C. Brewster,1,8,1
Sachin Kumar,1,34,1
Sumita Mishra,1,34,1
Pooja Khanna,1,34,1
Pragya,1,34,1
Azhari,1,6,1
A. Musdholifah,1,6,1
L. Arsyad,1,6,1
Kassie Archer,1,2,1
Craig Michoski,1,4,2
¨¢gnes Szendrei,1,14,1
Mateusz ?e?yk,1,5,1
Christopher Spinrath,1,8,1
Muhammad Kamal Hossen,1,1,1
Sean Tull,1,23,1
Dian Pratiwi,1,1,1
Giuseppe Rosolini,1,2,1
Wenting Li,1,1,1
Md. Ali Faiad,1,1,1
Md. Shahnur Azad Chowdhury,1,1,1
Md. Sajjatul Islam,1,1,1
Alperen Y. ?zdemir,1,1,1
Michitaka Furuya,1,10,1
Nika Salia,1,31,1
Casey Tompkins,1,31,1
Oscar Zamora,1,31,1
Ibraheem Kasim Ibraheem,1,38,1
Wameedh Riyadh Abdul-Adheem,1,38,1
Hsi-Ming Ho,1,5,1
Koko Muroya,1,11,1
Dan R. Ghica,1,11,1
Giovanni Sambin,1,2,1
Rui Guo,1,1,1
Fabio Gadducci,1,9,1
Benedikt Pago,1,16,1
Marco Simonetti,1,3,1
Kevin Durant,1,7,1
Khadijeh Keshvardoost,1,1,1
Joanna Ochremiak,1,1,1
Szymon Toru¨½czyk,1,1,1
Nao Hirokawa,1,4,1
Damiano Perri,1,3,1
Christian Sternagel,1,4,1
Sarah Winkler,1,4,1
Marcel Ern¨¦,1,3,1
Osvaldo Gervasi,1,3,1
Putri Kurniasih,1,1,1
Nicolas Amat,1,6,1
Thomas Hujsa,1,6,1
Thomas Kahl,1,4,1
Dirk Vandermeulen,1,5,1
Merlin Carl,1,1,1
Benjamin Rin,1,1,1
Philipp Schlicht,1,1,1
Ian Orton,1,87,2
Dorota Osula,1,4,1
Frederik Maes,1,5,1
Pierre Vial,1,13,1
Paolo Pistone,1,2,1
James P. Bagrow,1,6,1
Mohamed Taoufiq Damir,1,5,1
Timos Antonopoulos,1,3,1
Wojtek Kazana,1,31,1
Ga?lle Fontaine,1,14,1
Jean N¨¦raud,1,5,1
Carla Selmi,1,5,1
Lorenzo Bettini,1,23,1
Rim Kaddah,1,1,1
Jesse Read,1,1,1
Maciej Bendkowski,1,1,1
Pierre Lescanne,1,1,1
Max S. New,1,14,1
Daniel R. Licata,1,14,1
Gyula Y. Katona,1,7,1
Kitti Varga,1,7,1
Eric Angel,1,13,1
Evripidis Bampis,1,13,1
Bruno Escoffier,1,13,1
Andr¨¦ Guerino Castoldi,1,2,1
Youssef Arbach,1,27,1
David S. Karcher,1,27,1
Giovanni de Felice,1,13,1
Amar Hadzihasanovic,1,13,1
Kang Feng Ng,1,13,1
Linda Spaninks,1,4,1
Syed Ali Asif,1,9,1
Zarif Masud,1,9,1
Rubaida Easmin,1,9,1
Alim Ul Gias,1,9,1
Emmanuel Hainry,1,4,1
Romain P¨¦choux,1,4,1
Diogo Po?as,1,1,1
Jeffery Zucker,1,1,1
Ragnar Groot Koerkamp,1,3,1
Marieke van der Wegen,1,3,1
Maciej Pir¨®g,1,3,1
Vera Sacrist¨¢n,1,12,1
Emerson Luiz do Monte Carmelo,1,2,1
Daniel Panario,1,2,1
Daniela Petri?an,1,21,1
Jan Bessai,1,14,1
Tzu-Chun Chen,1,14,1
Brett Stevens,1,2,1
Boris D¨¹dder,1,14,1
Thierry Denoeux,1,10,1
Carlisle Adams,1,4,1
Paola Giannini,1,23,1
Betti Venneri,1,23,1
Benjamin Doerr,1,61,1
Kazuyuki Asada,1,7,1
Ryoma Sin'ya,1,7,1
Hans van Ditmarsch,1,15,1
Tim French,1,15,1
Roman Vaculin,1,6,1
Anastasia Moskvina,1,2,1
Arnaud Mary,1,22,1
Joshua Blinkhorn,1,39,1
Luke Hinde,1,39,1
Manas Ranjan Patra,1,7,1
Fulvio Gesmundo,1,3,2
Alexander Pilz,1,19,1
Purnata Ghosal,1,2,1
Marco Aldi,1,8,1
Christian Ikenmeyer,1,3,2
Seyran Saeedi,1,8,1
Vladimir Lysikov,1,3,2
Simon Fernandez,1,3,1
Brendan Fong,1,7,1
Robert Gl¨¹ck,1,31,1
Wiktor B. Daszczuk,1,2,1
Hadrian Andradi,1,8,1
Ander Gray,1,1,1
Edoardo Patelli,1,1,1
Scott Ferson,1,1,1
Marco Jacopo Ferrarotti,1,3,1
Sergio Decherchi,1,3,1
Walter Rocchia,1,3,1
Jianfeng Huang,1,1,1
Marco Forti,1,1,1
Y. Kohayakawa,1,2,1
F. K. Miyazawa,1,2,1
Y. Wakabayashi,1,2,1
Daniel de Carvalho,1,8,1
Martin Gairing,1,12,1
Matthias Mnich,1,12,1
Chenyang Li,1,1,1
Miriam Backens,1,18,1
Quanlong Wang,1,18,1
Matthew de Brecht,1,19,1
Ma?l Mont¨¦vil,1,5,1
Ciprian-Octavian Truic?,1,17,1
J¨¦r?me Darmont,1,17,1
Saed Khawaldeh,1,4,1
Tajwar Abrar Aleef,1,4,1
Yimin Lin,1,1,1
Anna Philippou,1,12,1
Maher Alharby,1,399,1
Aad van Moorsel,1,399,1
Tiziana Cimoli,1,9,1
Margarita Korovina,1,6,1
Shiguo Lian,1,1,1
Felipe S. Abrah?o,1,21,1
Sofie Tilborghs,1,5,1
Jeroen Bertels,1,5,1
Sang Won Bae,1,24,1
Jean-Francois Baffier,1,24,1
Jinhee Chun,1,24,1
Peter Eades,1,24,1
Luca Grilli,1,24,1
Seok-Hee Hong,1,24,1
Matias Korman,1,24,1
Fabrizio Montecchiani,1,24,1
Gabrielle Paris,1,1,1
Abdellah Idrissi,1,12,1
Faouzia Zegrari,1,12,1
Grace Misereh,1,3,1
Yuri Nikolayevsky,1,3,1
Yuxi Fu,1,5,1
Bettina Speckmann,1,5,1
Kevin Verbeek,1,5,1
Nick Benton,1,15,1
Vivek Nigam,1,15,1
David Robben,1,5,1
Floortje Scheepers,1,6,1
Marco Spruit,1,6,1
Mahdi H. Miraz,1,31,1
Suhail A. Molvi,1,31,1
Muzafar A. Ganie,1,31,1
Usama Pervaiz,1,4,1
Vu Hoang Minh,1,4,1
Yeman Brhane Hagos,1,4,1
Evgeny Nikulchev,1,8,1
Alex Gavryushkin,1,14,1
Mikhail Kokho,1,14,1
Thosten Altenkirch,1,149,1
Guillaume Noyel,1,5,2
Masaki Nakanishi,1,1,1
Aida Gainutdinova,1,1,1
Emile Barbier--Renard,1,1,1
Lucas Le?o,1,3,1
David Bianchini,1,3,1
Omar Branquinho,1,3,1
S V Kasmir Raja,1,3,1
V Rajitha,1,3,1
Lakshmanan Meenakshi,1,3,1
Ignaz Rutter,1,24,1
Michel Jourlin,1,1,1
Anis Rojbi,1,8,1
Maaruf Ali,1,31,1
AbdelRahman H. Hussein,1,31,1
Nathanael L. Ackerman,1,22,2
Vaclav Skala,1,57,1
John Power,1,7,1
Thierry Fournel,1,1,1
Ehud Aharoni,1,6,1
Moran Baruch,1,6,1
Pradip Bose,1,6,1
Alper Buyuktosunoglu,1,6,1
Ivona Tautkute,1,7,1
Aleksandra Mo?ejko,1,7,1
Wojciech Stokowiec,1,7,1
Evgeniy Pluzhnik,1,8,1
Simon Payain,1,8,1
Damien Drix,1,109,1
Tomasz Trzci¨½ski,1,7,1
?ukasz Brocki,1,7,1
Nir Drucker,1,6,1
Bernardo M. ¨¢brego,1,3,1
Silvia Fern¨¢ndez-Merchant,1,3,1
Mikio Kano,1,3,1
David Orden,1,3,1
Pablo P¨¦rez-Lantero,1,3,1
Javier Tejel,1,3,1
Ruben Becker,1,13,1
Vincenzo Bonifaci,1,13,1
Pavel Kolev,1,13,1
Kurt Mehlhorn,1,13,1
Muhammad Atif Sarwar,1,18,1
Serhii Hamotskyi,1,8,1
Kyle E Niemeyer,1,56,1
Doug Reitz,1,1,1
Estela Blaisten-Barojas,1,1,1
Nicolas P. Rougier,1,109,1
Konrad Hinsen,1,109,1
Fr¨¦d¨¦ric Alexandre,1,109,1
Thomas Arildsen,1,109,1
Lorena Barba,1,109,1
Fabien C. Y. Benureau,1,109,1
C. Titus Brown,1,109,1
Pierre de Buyl,1,109,1
Ozan Caglayan,1,109,1
Andrew P. Davison,1,109,1
Marc Andr¨¦ Delsuc,1,109,1
Georgios Detorakis,1,109,1
Alexandra K. Diem,1,109,1
Subhankar Pal,1,6,1
Pierre Enel,1,109,1
Beno?t Girard,1,109,1
Olivia Guest,1,109,1
Matt G. Hall,1,109,1
Rafael Neto Henriques,1,109,1
Xavier Hinaut,1,109,1
Kamil S Jaron,1,109,1
Mehdi Khamassi,1,109,1
Almar Klein,1,109,1
Tiina Manninen,1,109,1
Pietro Marchesi,1,109,1
Ruggero Lanotte,1,6,1
Tomer Pelleg,1,6,1
Kanthi Sarpatwar,1,6,1
Arfon M Smith,1,56,1
Aswin Karthik Ramachandran Venkatapathy,1,19,1
Daniel Friesel,1,19,1
Daniel S Katz,1,56,1
Lorena A Barba,1,56,1
George Githinji,1,56,1
Melissa Gymrek,1,56,1
Kathryn D Huff,1,56,1
Christopher R Madan,1,56,1
Abigail Cabunoc Mayes,1,56,1
Kevin M Moerman,1,56,1
Pjotr Prins,1,56,1
Karthik Ram,1,56,1
Ariel Rokem,1,56,1
Tracy K Teal,1,56,1
Roman Valls Guimera,1,56,1
Jacob T Vanderplas,1,56,1
Laura Schn¨¹riger,1,13,1
Jan Pachl,1,3,1
Pedro S¨¢nchez Terraf,1,3,1
Michael Wallner,1,25,1
Hayim Shaul,1,6,1
Fr¨¦d¨¦ric Servais,1,19,1
Omri Soceanu,1,6,1
Fredrik Lindsten,1,1,1
Daniel Jarne Ornia,1,1,1
Zbigniew Lonc,1,4,1
Pawe? Naroski,1,4,1
V. Ciancia,1,45,1
M. Massink,1,45,1
Robert Falkenberg,1,19,1
Mojtaba Masoudinejad,1,19,1
Markus Buschhoff,1,19,1
Abdulhakeem Mohammed,1,8,1
Markus Bl?ser,1,5,1
Horatiu Cirstea,1,3,1
Serguei Lenglet,1,3,1
Pierre-Etienne Moreau,1,3,1
Murdoch J. Gabbay,1,2,1
Michael ten Hompel,1,19,1
Olaf Spinczyk,1,19,1
Christian Wietfeld,1,19,1
Manuel Mazo Jr,1,1,1
Tony Tan,1,1,1
Karim Nour,1,3,4
Sam Sanders,1,1,1
Manuel L¨®pez-Ib¨¢?ez,1,3,1
Francisco Chicano,1,3,1
Denisa Diaconescu,1,13,1
Jintong Song,1,14,1
Qishuo Cheng,1,14,1
Alexander V. Gheorghiu,1,1,1
David J. Pym,1,1,1
Santiago Valbuena Rubio,1,3,1
Mar¨ªa Teresa Garc¨ªa-Ord¨¢s,1,3,1
Oscar Garc¨ªa-Olalla Olivera,1,3,1
F¨¦lix Baschenis,1,9,1
Rodrigo Gil-Merino,1,3,1
J¨¢nos Balogh,1,3,1
Cosmin Bonchi?,1,3,1
Diana Dini?,1,3,1
Gabriel Istrate,1,3,1
Ioan Todinca,1,3,1
Anna Esposito,1,7,1
Feodor F. Dragan,1,8,1
H¨¦ctor Alaiz-Moret¨®n,1,3,1
Maria-Inmaculada Gonz¨¢lez-Alonso,1,3,1
Jos¨¦ Alberto Ben¨ªtez-Andrades,1,3,1
Kirolos Attallah,1,2,1
Girgis Zaky,1,2,1
Nourhan Abdelrhim,1,2,1
Kyrillos Botros,1,2,1
Amjad Dife,1,2,1
Nermin Negied,1,2,1
Dario Della Monica,1,5,1
Vincenzo Capuano,1,7,1
David de Frutos Escrig,1,11,1
Miguel Palomino,1,11,1
Zhenglin Li,1,14,1
Haibei Zhu,1,14,1
Houze Liu,1,14,1
Jos¨¦ L. Balc¨¢zar,1,1,1
Marie Ely Piceno,1,1,1
Robert Kenny,1,6,1
Zuzana Hanikov¨¢,1,4,1
Petr Savicky,1,4,1
Ghada F. Elkabbany,1,347,1
Heba K. Aslan,1,347,1
Mohamed N. Rasslan,1,347,1
Silas Santiago Lopes Pereira,1,7,1
Jos¨¦ Everardo Bessa Maia,1,7,1
Jorge Luiz de Castro e Silva,1,7,1
Ashraf Odeh,1,22,1
Aymen Abu-Errub,1,22,1
Qusai Shambour,1,22,1
Nidal Turab,1,22,1
Oleg Lukyanchikov,1,8,1
Yonah Biers-Ariel,1,4,1
Anant Godbole,1,4,2
Elizabeth Kelley,1,4,1
Mathieu Anel,1,1,1
Tereso del R¨ªo,1,1,1
Luisa Herrmann,1,5,1
Samuel Miner,1,6,1
Douglas Rizzolo,1,6,1
Johan Arcile,1,2,1
Vladimir Voevodsky,1,16,1
Pierre-Louis Curien,1,14,1
Danil Annenkov,1,55,1
Lucas Colucci,1,1,1
P¨¦ter L. Erd?s,1,1,1
Tam¨¢s R¨®bert Mezei,1,1,1
Pierre Bourhis,1,7,1
Manda Riehl,1,7,3
Mieczys?aw A. K?opotek,1,10,1
Zhiqian Zhang,1,75,1
Michael Vanden Boom,1,7,1
Gilles Barthe,1,6,1
Thomas Espitau,1,6,1
Justin Hsu,1,6,1
Pierre-Yves Strub,1,6,1
Nicholas R Beaton,1,3,1
Andrew R Conway,1,3,1
Anthony J Guttmann,1,3,1
Muhammad Usman,1,246,1
Irfan Ahmed,1,246,1
M. Imran Aslam,1,246,1
Shujaat Khan,1,246,1
Usman Ali Shah,1,246,1
Oleg Verbitsky,1,9,1
Maksim Zhukovskii,1,9,1
Maciej Korczy¨½ski,1,3,1
Monica Anderson,1,3,1
Marika Diepenbroek,1,3,1
Andrzej Duda,1,3,1
Alex Stoll,1,3,1
Sebastian Enqvist,1,4,1
Fatemeh Seifan,1,4,1
Berenger Bramas,1,35,1
Pablo Mosteiro,1,6,1
Lucca Hirschi,1,9,1
Samir Datta,1,18,1
Anish Mukherjee,1,18,1
Nils Vortmeier,1,18,1
Megan A. Martinez,1,68,2
Jonito Aerts Arguelles,1,31,1
Isaac Distrito,1,31,1
P¨¦ter Batty¨¢nyi,1,1,1
Chenliang Li,1,75,1
Zhiyong Wu,1,75,1
Aixin Sun,1,75,1
Dengpan Ye,1,75,1
Xiangyang Luo,1,75,1
Selim Bahad?r,1,3,1
Lingjuan Shi,1,13,1
Heping Zhang,1,13,1
Maria Jo?o Gouveia,1,5,1
Helmut Prodinger,1,4,2
Jakub Sliacan,1,18,1
Walter Stromquist,1,18,1
Marco Budinich,1,5,1
Michael Kinyon,1,8,1
Janusz Konieczny,1,8,1
Ant¨®nio Malheiro,1,8,1
Tin Lok Wong,1,8,1
Sooraj Bhat,1,46,1
Andrew D. Gordon,1,46,1
Claudio Russo,1,46,1
Lisa Hofer,1,22,1
Emil Rijcken,1,6,1
Kalliopi Zervanou,1,6,1
Domenico Ruoppolo,1,11,1
Sergey Slavnov,1,12,1
Dominique Devriese,1,29,1
Marco Patrignani,1,29,1
Uzay Kaymak,1,6,1
Steven Keuchel,1,29,1
Benjamin Kiesl,1,5,1
Martina Seidl,1,5,1
Hans Tompits,1,5,1
Guillermo Iglesias,1,54,1
Katarzyna Rybarczyk,1,1,1
Mikkel Hansen,1,10,1
Mathias Ruggaard Pedersen,1,10,1
Hans de Nivelle,1,2,1
Yijia Chen,1,2,1
Michael Elberfeld,1,2,1
Moritz M¨¹ller,1,2,1
Zhao Wang,1,14,1
Revantha Ramanayake,1,10,1
Edgar Talavera,1,54,1
Tom¨¢? Toufar,1,34,1
Jo?o Ara¨²jo,1,8,1
Panos Rondogiannis,1,3,1
Ioanna Symeonidou,1,3,1
David Cachera,1,6,1
Alberto D¨ªaz-¨¢lvarez,1,54,1
Marino Gran,1,8,1
Olivier Bournez,1,22,1
Amaury Pouly,1,22,1
Manuel Costanzo,1,13,1
Dominique Perrin,1,1,1
Jean-¨¦ric Pin,1,1,1
Luigi Liquori,1,11,1
Petar Maksimovic,1,11,1
Ivan Scagnetto,1,11,1
Kshitij Bansal,1,8,1
Andrew Reynolds,1,8,1
Cesare Tinelli,1,8,1
R. D. Lins,1,14,1
Lorenzo Malatesta,1,4,1
Justyna Szpond,1,8,1
Manfred Schmidt-Schau?,1,16,1
Elena Machkasova,1,16,1
Andrew Lawrence,1,25,1
Monika Seisenberger,1,25,1
Luca Bortolussi,1,17,1
Guido Sanguinetti,1,17,1
Jurek Czyzowicz,1,41,1
Lata Narayanan,1,41,1
Jarda Opatrny,1,41,1
Birgit Vogtenhuber,1,41,1
Albert Atserias,1,1,1
William Zeng,1,15,1
Tuan Phong Ngo,1,22,1
Idriss Tchoffo Nguefeu,1,8,1
Sherry H. F. Yan,1,1,1
Robin D. P. Zhou,1,1,1
Enzo Rucci,1,13,1
Carlos Garcia Sanchez,1,13,1
Marcelo Naiouf,1,13,1
Maria Manuel Clementino,1,3,1
Ignacio Lopez Franco,1,3,1
Ki Yung Ahn,1,11,1
Agathe Herrou,1,3,1
Manuel Prieto-Matias,1,13,1
Sander Uijlen,1,85,1
A. K¨¹ndgen,1,3,1
T. Talbot,1,3,1
Pei Xu,1,76,1
A. R. Gomes e Silva,1,14,1
Lurdes Sousa,1,7,1
Pascal Halffmann,1,6,1
Stefan Ruzika,1,6,1
Clemens Thielen,1,6,1
David Willems,1,6,1
Miguel A. Ferrer-Ballester,1,4,1
Carlos M. Travieso-Gonz¨¢lez,1,4,1
Matthew Frank,1,2,1
Daniela Genova,1,13,1
Nata?a Jonoska,1,13,1
Milcho Prisagjanec,1,1,1
Pece Mitrevski,1,1,1
Kasper Szabo Lyngsie,1,5,1
Carsten R?snick-Neugebauer,1,3,1
Virginia Espinosa-Duro,1,4,1
Diana Rodelo,1,8,1
Hongliang Lai,1,8,1
Walter Tholen,1,8,1
Arpitha P. Bharathi,1,3,1
Minati De,1,3,1
Abhiruk Lahiri,1,3,1
Mohamad Ziadeh,1,2,1
Mojtaba Komeili,1,10,1
Amanda Olmin,1,1,1
Marriam Nazir,1,15,1
Salman Afsar Awan,1,15,1
Muhammad Azeem,1,11,1
Mohammad Shafiq,1,11,1
M. Rajaati,1,9,1
M. R. Hooshmandasl,1,9,1
M. J. Dinneen,1,9,1
Dirk Hofmann,1,7,1
Andr¨¦s Aristiz¨¢bal,1,13,1
A. Shakiba,1,9,1
Davide Rinaldi,1,14,1
Daniel Wessel,1,14,1
Jakob Lindqvist,1,1,1
Julian Nagele,1,4,1
Bertram Felgenhauer,1,4,1
Lennart Svensson,1,1,1
Zijun Wu,1,1,1
Rolf Moehring,1,1,1
Jianhui Lai,1,1,1
¨¢tila A. Jones,1,2,1
Renata R. Del-Vecchio,1,2,1
Rocco de Nicola,1,7,1
Hern¨¢n Melgratti,1,7,1
A Rodriguez,1,11,1
Emilio Mu?oz-Velasco,1,4,1
R Granger,1,11,1
Krzysztof Bar,1,63,1
Ioannis Karamouzas,1,76,1
Robin Hirsch,1,9,1
Brett McLean,1,9,1
Christoforos Galazis,1,8,1
George Karakostas,1,22,1
Huiyi Wu,1,8,1
