author,h_index,total_citations,paper_count
Hiroko Nakamura,1,3,1
Arnold Wiliem,1,6,1
Katina Kralevska,1,5,1
Danilo Gligoroski,1,5,1
Harald Oeverby,1,5,1
Miriam Menzel,1,13,1
Ryutaro Ichise,1,78,1
Ewan Klein,1,78,1
Adam Barker,1,78,1
A. Canton,1,1,1
L. Fernandez-Jambrina,1,1,1
E. Rosado Maria,1,1,1
M. J. Vazquez-Gallo,1,1,1
Tudor Protopopescu,1,8,1
Pavel Hrab¨¢k,1,4,1
Marek Buk¨¢?ek,1,4,1
Nadia Labai,1,2,1
Nicolas Borie,1,3,1
Sergey Avgustinovich,1,7,1
A. Gajardo,1,2,1
V. Nesme,1,2,1
Guillaume Theyssier,1,2,1
Arun Verma,1,3,1
Dominik L. Michels,1,2,1
Dmitry A. Lyakhov,1,2,1
Vladimir P. Gerdt,1,2,1
Gerrit A. Sobottka,1,2,1
Andreas G. Weber,1,2,1
Milosh Stolikj,1,21,1
Thomas M. M. Meyfroyt,1,21,1
Pieter J. L. Cuijpers,1,21,1
Johan J. Lukkien,1,21,1
Daniel Ruprecht,1,9,1
Giovanni Da San Martino,1,5,1
Markus Axer,1,13,1
Hans De Raedt,1,13,1
Kristel Michielsen,1,13,1
Ilia Polian,1,11,1
Kae Nemoto,1,11,1
Simon J. Devitt,1,11,1
Carlos Alegr¨ªa-Galicia,1,10,1
Tzolkin Gardu?o,1,10,1
Areli Rosas-Navarrete,1,10,1
Jorge Urrutia,1,10,1
Peter B¨¹rgisser,1,3,1
Kathl¨¦n Kohn,1,3,1
Pierre Lairez,1,3,1
Bernd Sturmfels,1,3,1
Anna Frid,1,7,1
Svetlana Puzynina,1,7,1
Anshu Shukla,1,3,1
Michael Joswig,1,12,1
Georg Loho,1,12,1
Benjamin Lorenz,1,12,1
Benjamin Schr?ter,1,12,1
Rimah Amami,1,4,1
Dorra Ben Ayed,1,4,1
Nouerddine Ellouze,1,4,1
Wen Shen,1,45,1
Cristina Lopes,1,45,1
Riccardo Tesselli,1,3,1
Tehreem Masood,1,6,1
Aamer Nadeem,1,6,1
Gang-soo Lee,1,6,1
Alexandru Paler,1,11,1
Silvio Guimar?¡êes,1,8,1
Yusupjan Habibulla,1,21,1
Jin-Hua Zhao,1,21,1
Hai-Jun Zhou,1,21,1
Simone Bianco,1,119,1
Gianluigi Ciocca,1,119,1
Raimondo Schettini,1,119,1
Citlalli Gamez Serna,1,25,1
Ruven Pillay,1,25,1
Alain Tremeau,1,25,1
Marek Chrobak,1,5,1
Mordecai Golin,1,5,1
J. Ian Munro,1,5,1
Rem W. Collier`,1,5,1
Thomas Chatain,1,16,1
Neal E. Young,1,5,1
Sascha Witt,1,52,1
Nardine Osman,1,2,1
Alessandro Provetti,1,2,1
Valerio Riggi,1,2,1
W. Siti,1,29,1
J. Jordaan,1,29,1
Marcin Jurdzi¨½ski,1,45,1
Ranko Lazi?,1,45,1
Eric Chitambar,1,9,1
Ben Fortescue,1,9,1
Jean Cousty,1,8,1
Laurent Najman,1,8,1
Yukiko Kenmochi,1,8,1
Salma Ben Dhaou,1,10,1
Mouloud Kharoune,1,10,1
Ola Younis,1,7,1
Said Ghoul,1,7,1
Antonino Salibra,1,7,1
Daniela Luan Petri?an,1,32,1
Przemys?aw Gordinowicz,1,13,1
Martin Lang,1,7,1
Pascal Michel,1,7,1
Jeremy Meyers,1,2,1
Jonni Virtema,1,2,1
Nidhal Khdhair El Abbadi,1,13,1
Enas Hamood Al Saadi,1,13,1
Sandie Balaguer,1,16,1
J. K. Sahoo,1,44,1
Daniel Augot,1,37,1
Min-Hsiu Hsieh,1,9,1
Kohei Kishida,1,109,1
Raymond Lal,1,109,1
Seung-Hoon Na,1,19,1
In-Su Kang,1,19,1
Jong-Hyeok Lee,1,19,1
Marijn ten Thij,1,18,1
Tanneke Ouboter,1,18,1
Daniel Worm,1,18,1
Nelly Litvak,1,18,1
Hans van den Berg,1,18,1
Sandjai Bhulai,1,18,1
Rustem Aidagulov,1,15,1
David Wessel,1,22,1
Maksym A. Girnyk,1,8,1
Fr¨¦d¨¦ric Gabry,1,8,1
Mikko Vehkaper?,1,8,1
Lars K. Rasmussen,1,8,1
Arnaud Martin,1,11,2
Boutheina Ben Yaghlane,1,10,1
Jean-Christophe Dubois,1,1,1
Yolande Le Gall,1,1,1
Aina Frau-Pascual,1,8,1
Thomas Vincent,1,8,1
Jennifer Sloboda,1,8,1
Philippe CIUCIU,1,8,1
Florence Forbes,1,8,1
Kratarth Goel,1,44,1
Raunaq Vohra,1,44,1
Helmut G. Katzgraber,1,2,1
Jaakko Luttinen,1,11,1
Tapani Raiko,1,11,1
Alexander Ilin,1,11,1
Flavia Bonomo-Braberman,1,5,1
Fran?oise Levy-Dit-Vehel,1,37,1
Abdullatif Shikfa,1,37,1
Jens Ma?berg,1,2,1
Simao P. S. Santos,1,18,1
Natalia Martins,1,18,1
Delfim F. M. Torres,1,18,1
Ilya Trofimov,1,15,1
Alexander Genkin,1,15,1
Andreas Maurer,1,24,1
Daniel J. Fremont,1,22,1
Alexandre Donz¨¦,1,22,1
Peter Fontana,1,7,1
Rance Cleaveland,1,7,1
Carsten Kolassa,1,25,1
Dirk Riehle,1,25,1
Mikael Skoglund,1,8,1
Fergus Toolan,1,20,1
John Dunnion,1,20,1
Annalisa Marzuoli,1,11,1
Roberto Santana,1,2,1
Ross B. McDonald,1,2,1
Gabriel Martins Dias,1,2,1
Simon Oechsner,1,2,1
Boris Bellalta,1,2,1
Peteris Paikens,1,13,1
Maria Chudnovsky,1,5,1
Peter Maceli,1,5,1
Oliver Schaudt,1,5,1
Maya Stein,1,5,1
Mingxian Zhong,1,5,1
Roger Anderson,1,15,1
Oleg Finko,1,1,1
Sergey Dichenko,1,1,1
Isabel M¨¦ndez D¨ªaz,1,12,1
Russell Bradford,1,29,1
Igor Goychuk,1,2,1
Michel A. Salim,1,25,1
Micha? Jungiewicz,1,12,1
Katie Brodhead,1,5,1
Konstantin S. Solnushkin,1,2,1
Pavol ?erny,1,21,1
Arjun Radhakrishna,1,21,1
Leonid Ryzhyk,1,21,1
Thorsten Tarrach,1,21,1
Huming Liu,1,4,1
Takashi Yamakawa,1,3,1
Aleksandr Timofeev,1,2,1
Anastasiia Fadeeva,1,2,1
Andrei Afonin,1,2,1
Le Lu,1,533,1
Ari Seff,1,533,1
Kevin M. Cherry,1,533,1
Joanne Hoffman,1,533,1
Shijun Wang,1,533,1
Jiamin Liu,1,533,1
Evrim Turkbey,1,533,1
Ronald M. Summers,1,533,1
Dana Dann¨¦lls,1,7,1
Normunds Gr¨±z¨©tis,1,7,1
Aur¨¦lie Lagoutte,1,2,2
Jean-Florent Raymond,1,2,1
Pragyan Shrestha,1,5,1
Chun Xie,1,5,1
Hidehiko Shishido,1,5,1
Yuichi Yoshii,1,5,1
Itary Kitahara,1,5,1
Erik B. Terres Escudero,1,3,1
Danel Arias Alamo,1,3,1
Oier Mentxaka G¨®mez,1,3,1
Quim Motger,1,2,1
Xavier Franch,1,2,1
Vincenzo Gervasi,1,2,1
Jordi Marco,1,2,1
Zheng Chen,1,4,1
Mohamed Eltaher,1,6,1
Frank Mohn,1,6,1
Alexander Shieh,1,6,1
Suprateek Kundu,1,6,1
Joshua P. Yung,1,6,1
Ankit B. Patel,1,6,1
Kristy K. Brock,1,6,1
Oliver J. Sutton,1,2,1
Qinghua Zhou,1,2,1
Alexander N. Gorban,1,2,1
Ivan Y. Tyukin,1,2,1
Claudiu Musat,1,2,1
Andrii Maksai,1,2,1
Pranjal Dutta,1,1,1
Gorav Jindal,1,1,1
Oscar Defrain,1,2,2
Diego Klabjan,1,1,1
Jean Utke,1,1,1
Aditi Kabra,1,5,1
Jonathan Laurent,1,5,1
Stefan Mitsch,1,5,1
Andr¨¦ Platzer,1,5,1
Jos¨¦ Manuel Ag¨¹ero Trejo,1,2,1
Michael J. Dinneen,1,2,1
Arkady Fedorov,1,2,1
Anatoly Kulikov,1,2,1
Pablo Garc¨ªa Bringas,1,3,1
McKell Woodland,1,6,1
Austin Castelo,1,6,1
Mais Al Taie,1,6,1
Jessica Albuquerque Marques Silva,1,6,1
Gunnar Stevens,1,4,1
Philipp Schaer,1,8,1
Johann Schaible,1,8,1
Leyla Jael Garcia Castro,1,8,1
Florian Geissler,1,5,1
Syed Qutub,1,5,1
Michael Paulitsch,1,5,1
Karthik Pattabiraman,1,5,1
Alexander E. I. Brownlee,1,17,1
James Callan,1,17,1
Karine Even-Mendoza,1,17,1
Diaeddin Rimawi,1,2,1
Antonio Liotta,1,2,1
Marco Todescato,1,2,1
Barbara Russo,1,2,1
Hanqing Li,1,1,1
Justyna Petke,1,17,1
Federica Sarro,1,17,1
Dominik Sobania,1,17,1
Yongsong Huang,1,2,1
Wanqing Xie,1,2,1
Mingzhen Li,1,2,1
Mingmei Cheng,1,2,1
Jinzhou Wu,1,2,1
Weixiao Wang,1,2,1
Jane You,1,2,1
Xiaofeng Liu,1,2,1
Rohit Navarathna,1,2,1
Md Shajalal,1,4,1
Sebastian Denef,1,4,1
Md. Rezaul Karim,1,4,1
Alexander Boden,1,4,1
Mathieu Lamard,1,4,1
Ramachandra Rao Kurada,1,18,1
Dr. K Karteeka Pavan,1,18,1
Dr. AV Dattareya Rao,1,18,1
Gordon D Plotkin,1,176,1
Hafez Moawad,1,1,1
Eman Shaaban,1,1,1
Zaki Taha Fayed,1,1,1
Manuel A. Martins,1,9,1
Alexandre Madeira,1,9,1
Luis S. Barbosa,1,9,1
Akitoshi Kawamura,1,36,1
Hiroyuki Ota,1,36,1
Carsten R?snick,1,36,1
Alina Geiger,1,17,1
Carol Hanna,1,17,1
Dion Coumans,1,5,1
Samuel J. van Gool,1,5,1
Dick de Jongh,1,5,1
Holger Neu,1,28,1
Justin Le Lou?dec,1,2,1
Grzegorz Cielniak,1,2,1
Rachid Zeghlache,1,4,1
Pierre-Henri Conze,1,4,1
Mostafa El Habib Daho,1,4,1
Yihao Li,1,4,1
Hugo Le Boit¨¦,1,4,1
Ramin Tadayoni,1,4,1
Pascal Massin,1,4,1
B¨¦atrice Cochener,1,4,1
Ikram Brahim,1,4,1
Gwenol¨¦ Quellec,1,4,1
Ove Armbrust,1,38,1
Masafumi Katahira,1,38,1
Yuko Miyamoto,1,38,1
Haruka Nakao,1,38,1
Olga Jaufman,1,24,1
R. Bradford,1,33,1
Margherita Andrao,1,1,1
Barbara Treccani,1,1,1
St¨¦phan Thomass¨¦,1,38,2
Nayan Jyoti Kalita,1,4,1
Navanath Saharia,1,4,1
Smriti Kumar Sinha,1,4,1
Peter Banda,1,12,1
Christof Teuscher,1,12,1
Julian Tschannen,1,40,1
Alok Kumbhare,1,109,1
Charith Wickramaarachchi,1,109,1
Soonil Nagarkar,1,109,1
Thomas Hanne,1,28,1
Stefan Nickel,1,28,1
Andreas Wirsen,1,28,1
Ulrike Becker-Kornstaedt,1,10,1
Daniela Boggio,1,10,1
Gino Palladino,1,10,1
Benjamin A. Burton,1,12,2
Ansgar Lamersdorf,1,12,1
Manfred Ries,1,12,1
Stefan Solbrig,1,12,1
Tilo Wettig,1,12,1
Diego Garlaschelli,1,1,1
Sebastian E. Ahnert,1,1,1
Thomas M. A. Fink,1,1,1
C. Chen,1,33,1
M. Moreno Maza,1,33,1
D. Wilson,1,33,1
Adam Trendowicz,1,7,1
Michael Ochs,1,7,1
Axel Wickenkamp,1,7,1
Yasushi Ishigai,1,7,1
Takashi Kawaguchi,1,7,1
Pavel Tvrd¨ªk,1,3,1
Tom¨¢? Dytrych,1,3,1
Jerry P. Draayer,1,3,1
Peter Paule,1,6,1
Santosh Ravi,1,109,1
Cauligi Raghavendra,1,109,1
Viktor Prasanna,1,109,1
Nikolai Krivulin,1,20,1
Marcin Berna?,1,10,1
Rhys Martin,1,37,1
Ognjen Arandjelovi?,1,37,1
Christoph Feilmayr,1,9,1
Stephan Winkler,1,1,1
Nils Meyer,1,12,1
Stratis Ioannidis,1,49,1
S. Muthukrishnan,1,49,1
Philip Scott,1,26,1
Marko Horvat,1,2,1
Guido Caldarelli,1,18,2
?ukasz Bolikowski,1,4,1
Mischael Schill,1,8,1
Xavier Allamigeon,1,10,1
Victor Magron,1,10,1
Barry C. Sanders,1,10,1
Magnus Lie Hetland,1,1,1
Nathann Cohen,1,23,1
S¨¦bastien Collette,1,23,1
Thomas Hackl,1,23,1
Michael Hoffmann,1,23,1
Kolja Knauer,1,23,1
Stefan Langerman,1,23,1
Sergei K. Suslov,1,6,1
Pavel Chebotarev,1,24,1
Michael Lange,1,21,1
Gerard Gorman,1,21,1
Michele Weiland,1,21,1
Lawrence Mitchell,1,21,1
James Southern,1,21,1
Katarzyna Musial,1,18,1
Przemyslaw Kazienkol,1,18,1
H. -Christian Estler,1,35,1
Martin Nordio,1,35,1
Marco Piccioni,1,35,1
Sudhindu Bikash Mandal,1,14,1
Amlan Chakrabarti,1,14,1
Gordan Gledec,1,2,1
Nikola Bogunovi?,1,2,1
Tyanko Aleksiev,1,4,1
Simon Barkow,1,4,1
Peter Kunszt,1,4,1
Sergio Maffioletti,1,4,1
Riccardo Murri,1,4,1
Christian Panse,1,4,1
Amitabh Basu,1,19,1
Robert Hildebrand,1,19,1
David Garlan,1,16,1
Vishal Dwivedi,1,16,1
Ivan Ruchkin,1,16,1
Bradley Schmerl,1,16,1
Micha? Laso¨½,1,23,1
Piotr Micek,1,23,1
Torsten Ueckerdt,1,23,1
Michael Clear,1,27,1
Arthur Hughes,1,27,1
Hitesh Tewari,1,27,1
Benjamin Morandi,1,377,1
Scott West,1,377,1
Hassan Gomaa,1,377,1
Mario Mureddu,1,17,1
Alessandro Chessa,1,17,1
Alfonso Damiano,1,17,1
Peter Arndt,1,22,1
Chris Kapulkin,1,23,2
Camelia-M. Pintea,1,13,1
Susmita Sur-Kolay,1,14,1
Ari Harju,1,25,1
Topi Siro,1,25,1
Filippo Federici-Canova,1,25,1
Samuli Hakala,1,25,1
Teemu Rantalaiho,1,25,1
Hossain Mahmud,1,20,1
Ashfaq Mahmood Amin,1,20,1
Mohammed Eunus Ali,1,20,1
Tanzima Hashem,1,20,1
Maria E. Buemi,1,1,1
Marta Mejail,1,1,1
Julio Jacobo,1,1,1
Alejandro C. Frery,1,1,1
Heitor S. Ramos,1,1,1
G¨¹nce Orman,1,86,1
Jose A. Iglesias,1,10,1
Ron Kimmel,1,10,1
Balasubramanian Sivan,1,1,1
Vasilis Syrgkanis,1,1,1
Arkadiusz Biernacki,1,8,1
Udo Krieger,1,8,1
Andr¨¢s Seb?,1,51,1
Antonio Scala,1,17,1
Junichi Teruyama,1,15,1
P¨¦ter N¨¦meti,1,8,1
Gergely Sz¨¦kely,1,8,1
Frank Koob,1,17,1
S. Laplante,1,15,1
V. Lerays,1,15,1
Camelia Chira,1,13,1
Gloria-C. Crisan,1,13,1
Giulio Cimini,1,31,1
Matus Medo,1,31,1
Jocelyn Tapia,1,39,1
Hans L. Bodlaender,1,16,1
Bart M. P. Jansen,1,16,1
Stefan Kratsch,1,16,1
Joan Sol¨¤,1,55,1
Jean-Marie Codol,1,55,1
Nicolas Mansard,1,55,1
Simon Lacroix,1,55,1
Michel Devy,1,55,1
Matthew P. Szudzik,1,3,1
J¨®nathan Heras,1,9,1
Mar¨ªa Poza,1,9,1
Julio Rubio,1,9,1
Iztok Fister Jr.,1,24,1
Iztok Fister,1,24,1
Janez Brest,1,24,1
Richard Cleve,1,15,1
Joaqu¨ªn Gayoso-Cabada,1,4,1
Antonio Sarasa-Cabezuelo,1,4,1
Jos¨¦-Luis Sierra,1,4,1
Lan-Zhe Guo,1,1,1
Lin-Han Jia,1,1,1
Jie-Jing Shao,1,1,1
Yu-Feng Li,1,1,1
Balaji Shesharao Ingole,1,4,1
Vishnu Ramineni,1,4,1
J. Roland,1,15,1
Bruce Edmonds,1,6,1
Carlos Gershenson,1,6,1
Martin Bachwerk,1,5,1
Carl Vogel,1,5,1
Cyril Roussillon,1,55,1
Aurelien Gonzalez,1,55,1
Joao Pedro Couto,1,13,1
Teresa Tiago,1,13,1
Flavio Tiago,1,13,1
Ahmed Ben Achballah,1,59,1
Slim Ben Saoud,1,59,1
Aya Samaha,1,101,1
Khaled AlKamha,1,101,1
Victoriano Valencia Garc¨ªa,1,11,1
Eugenio J. Fern¨¢ndez Vicente,1,11,1
Luis Usero Aragon¨¦s,1,11,1
Susumu Matsumae,1,6,2
Fukuhito Ooshita,1,6,1
Simon Parkinson,1,6,1
Andrew Crampton,1,6,1
Nasser A Alsadhan,1,1,2
Kam Kwai Wong,1,7,1
Yifang Wang,1,7,1
Nikhil Kumar Pulipeta,1,4,1
Manoj Jayntilal Kathiriya,1,4,1
Manjunatha Sughaturu Krishnappa,1,4,1
Vivekananda Jayaram,1,4,1
Harsh Beohar,1,5,2
Sebastian K¨¹pper,1,5,2
Georg Hahn,1,2,1
Elijah Pelofske,1,2,1
Hristo N. Djidjev,1,2,1
Jonathan Sterling,1,2,2
Zachary P. Neal,1,58,1
Renaud Vilmart,1,37,2
Liron Cohen,1,1,2
Danel Ahman,1,30,2
Andrzej S. Murawski,1,3,2
Bartosz Bednarczyk,1,1,2
Takayuki Kihara,1,2,2
Veronika Hendrychov¨¢,1,2,1
Andrea Avogaro,1,11,1
Federico Cunico,1,11,1
Bodo Rosenhahn,1,11,1
Francesco Setti,1,11,1
Wei Zhang,1,7,1
Jian-Wei Zhang,1,7,1
Sergei L. Bezrukov,1,10,1
Pavle Bulatovic,1,10,1
Nikola Kuzmanovski,1,10,1
Nadia Lafreni¨¨re,1,1,1
Yan Zhuang,1,1,1
Yili Zhang,1,1,1
Hanyan Huang,1,1,1
Mei Xiong,1,1,1
Zengquan Yao,1,1,1
Arnaud Sangnier,1,10,2
Olivier Stietel,1,1,1
Yingchaojie Feng,1,7,1
Luwei Wang,1,7,1
Wei Chen,1,7,1
J¨¦r?me Javelle,1,16,1
Khaled Salah,1,9,1
Ravindra Thool,1,9,1
Daniel M Leivant,1,2,2
E. T. Tchao,1,3,1
K. Diawuo,1,3,1
W. K. Ofosu,1,3,1
E. Affum,1,3,1
Eyal Ackerman,1,6,1
Michelle M. Allen,1,6,1
Maarten L?ffler,1,6,1
Joshua Mermelstein,1,6,1
Diane L. Souvaine,1,6,1
Christine Ga?ner,1,4,1
Randal S. Olson,1,58,1
Du?an Knop,1,34,2
Ahmad S. Doulat,1,31,1
Yaser M. Khamayseh,1,31,1
Mohammad Zaidul Karim,1,9,1
Nargis Akter,1,9,1
Samvel Kh. Darbinyan,1,1,1
Adda Boualem,1,4,2
Djahida Taibi,1,3,1
Aroua Ammar,1,3,1
Hanan Alhazmi,1,4,1
Nadine Akkari,1,4,1
Feng Chen,1,41,1
Emil Je?¨¢bek,1,11,1
Shaz Qadeer,1,90,1
Raffaella Gentilini,1,43,1
Timo Jolivet,1,4,1
Assal¨¦ Adj¨¦,1,78,1
N. Ramasubramanian,1,10,1
Srinivas V. V.,1,10,1
N. Ammasai Gounden,1,10,1
Colin Riba,1,5,3
Kishorjit Nongmeikapam,1,11,1
Sivaji Bandyopadhyay,1,11,1
David Hood,1,11,1
Syed Shawon Rahman,1,11,1
Mohammed I. Khaleel,1,3,1
Ayad M. Salhieh,1,3,1
M. Y. Shams,1,43,1
M. Z. Rashad,1,43,1
O. Nomir,1,43,1
R. M. El-Awady,1,43,1
Vikas J Dongre,1,51,1
Vijay H Mankar,1,51,1
G. Victo Sudha George,1,83,1
V. Cyril Raj,1,83,1
Said Leghmizi,1,14,1
Jean-Fran?¡ìois Raskin,1,43,1
Jan Foniok,1,1,1
Gianfranco Bilardi,1,3,1
Francesco Versaci,1,3,1
Aslan Askarov,1,30,1
Andrew Myers,1,30,1
Jyotirmoy Deshmukh,1,19,1
G. Ramalingam,1,19,1
Bernhard Reus,1,70,1
A. Prasad Sistla,1,37,1
Mahesh R. Dube,1,18,1
Shantanu K. Dixit,1,18,1
Steve Awodey,1,6,1
Florian Rabe,1,6,1
Felix Weiss,1,4,1
Stefan G?ller,1,2,2
Sheng Liu,1,14,1
Chaiwat Jassadapakorn,1,17,1
Prabhas Chongstitvatana,1,17,1
Filip Maric,1,12,1
Alessandro Chiesa,1,25,1
Michael A. Forbes,1,25,1
Vassilios Gregoriades,1,5,1
Fritz M¨¹ller,1,3,1
Abdelkrim Bouramoul,1,24,1
Mohamed-Khireddine Kholladi,1,24,1
Bich-Lien Doan,1,24,1
Lei Song,1,23,1
Jens Chr. Godskesen,1,23,1
Venkatesh-Prasad Ranganath,1,19,1
Kapil Vaswani,1,19,1
Samuele Giraudo,1,4,2
Chung-Kil Hur,1,3,1
Sotirios Kentros,1,6,1
Aggelos Kiayias,1,6,1
Kira Vyatkina,1,6,1
Wojciech Kazana,1,43,1
Nazanin Tavana,1,30,1
Henri Binsztok,1,52,1
Corina Cirstea,1,64,2
Matthew R. Lakin,1,3,1
Paul Brodhead,1,8,1
Ferit Toska,1,8,1
Sebastian Wyman,1,8,1
Riza Sulaiman,1,9,1
Mohammad Khatim Hasan,1,9,1
Abdul Yazid Mohd Kassim,1,9,1
Daniel Paulusma,1,60,1
Fr¨¦d¨¦ric Herbreteau,1,6,1
Thomas Braibant,1,45,1
Matthew T. Dickerson,1,6,1
David Hodorkovsky,1,6,1
Marco Gaboardi,1,114,1
Linda Postniece,1,47,1
Wesley Calvert,1,10,1
Ken Kramer,1,10,1
Nicola Olivetti,1,27,1
Azrulhizam Shapi'i,1,9,1
Amal Ahmed,1,127,1
Sebastian Rudolph,1,35,1
Antonio Vetr¨°,1,1,2
Dimitrios Vardoulakis,1,92,1
Olin Shivers,1,92,1
Juan Carlos De Martin,1,1,2
Cem Say,1,11,1
Stefan Szeider,1,60,1
Renate A. Schmidt,1,49,1
Dmitry Tishkovsky,1,49,1
Tom¨¢? Br¨¢zdil,1,54,1
V¨¢clav Bro?ek,1,54,1
Federico Mazzoni,1,2,1
Vojt¨§ch Forejt,1,54,1
Anton¨ªn Ku?era,1,54,1
Alessio Malizia,1,2,1
Wojciech Fraczek,1,31,1
Wojciech Mazurczyk,1,31,1
Krzysztof Szczypiorski,1,31,1
Nizo Jaman Shohan,1,1,1
Tobias Heindel,1,42,1
Alexandre Miquel,1,32,2
Gazi Tanbhir,1,1,1
Faria Elahi,1,1,1
Dai Tri Man Le,1,14,1
Stephen A. Cook,1,14,1
Ahsan Ullah,1,1,1
Arne Meier,1,20,1
Md. Nazmus Sakib,1,1,1
Michael Thomas,1,20,1
K. Karteeka Pavan,1,18,1
Derek Dreyer,1,127,1
Julien Cristau,1,10,1
Stephen A Cook,1,12,1
Lila A Fontes,1,12,1
Kojiro Higuchi,1,50,1
Allam Appa Rao,1,18,1
Desharnais Jules,1,31,1
Bernhard Moeller,1,31,1
Abuzer Yakaryilmaz,1,11,1
A. V. Dattatreya Rao,1,18,1
G. R. Sridhar,1,18,1
Miguel Pagano,1,27,1
Alexis Bes,1,3,1
Marcin Kozik,1,151,1
Jean-Marc F¨¦dou,1,2,2
Lo?c Colson,1,2,1
Vincent Demange,1,2,1
Mark Kaminski,1,24,1
Sigurd Schneider,1,24,1
K. S. Kuppusamy,1,17,1
Peter Bubenik,1,5,1
matthew hennessy,1,13,1
Senthilraja. R,1,17,1
Ori Lahav,1,11,1
G. Aghila,1,17,1
Tingting Han,1,127,1
Stephan Kreutzer,1,19,1
Alexandru Mereacre,1,127,1
K. Sreedhar,1,136,1
Magnus Johansson,1,80,1
B. Panlal,1,136,1
Bj??rn Victor,1,80,1
Volodymyr Y. Kondratenko,1,42,1
Thi Thieu Hoa Le,1,28,1
Roberto Sebastiani,1,28,1
Hongyang Sun,1,6,1
Yuxiong He,1,6,1
Wen-Jing Hsu,1,6,1
Rui Fan,1,6,1
Minjeong Kim,1,42,1
Sevim Cengiz,1,1,1
Struth Georg,1,31,1
St¨¦phane Jean Eric Lengrand,1,18,1
Roy Dyckhoff,1,18,1
James McKinna,1,18,1
Alastair A. Abbott,1,36,1
Gilda Ferreira,1,13,2
Paulo Oliva,1,13,1
Salman Khan,1,1,1
Ibraheem Hamdi,1,1,2
William Lovas,1,12,1
Mohammad Yaqub,1,1,2
Niraj Kumar Singh,1,4,1
Mita Pal,1,4,1
M. Forets,1,22,1
Elmar B??hler,1,4,1
Nadia Creignou,1,4,1
Matthew J. Parkinson,1,97,1
Alexander J. Summers,1,97,1
Xin Liu,1,5,1
Tsuyoshi Murata,1,5,1
Coenraad Mouton,1,26,4
Zhipeng Ma,1,2,3
Zheng Ma,1,3,3
Zheng Grace Ma,1,2,2
Jasni Mohamad Zain,1,27,1
Abdullah Embong,1,27,1
Hans H Zantema,1,7,1
S. V. Sheela,1,2,2
K. R. Radhika,1,2,2
Md. Tarek Hasan,1,1,1
Bjoern Kjos-Hanssen,1,9,1
Arifa Akter,1,1,1
Mohammad Nazmush Shamael,1,1,1
Aquinas Hobor,1,33,1
Marc de Falco,1,7,1
Andrei A. Bulatov,1,23,1
Daniel Marx,1,23,1
Cristian Gherghina,1,33,1
Takahito Aoto,1,19,1
Juha Kontinen,1,8,2
Yoshihito Toyama,1,19,1
Pavel Krcal,1,17,1
Gabriel Scherer,1,53,1
Wang Yi,1,17,1
Antoine Min¨¦,1,50,1
Sumayra Islam,1,1,1
D. Sasikala,1,10,1
R. Neelaveni,1,10,1
Matthias Galota,1,4,1
Steffen Reith,1,4,1
Swakkhar Shatabda,1,1,1
Saipunidzam Mahamad,1,75,1
Mohammad Noor Ibrahim,1,75,1
Shakirah Mohd Taib,1,75,1
leroux jerome,1,82,1
Rahmat Widia Sembiring,1,27,1
Guilherme D. da Fonseca,1,4,1
Raphael Machado,1,4,1
Celina M. H. de Figueiredo,1,4,1
Gr¨¦gory Nuel,1,4,1
Naveen Kr. Malik,1,27,1
Olivier Bouissou,1,3,1
Yassamine Seladji,1,3,1
Alexandre Chapoutot,1,3,1
Ingmar Meinecke,1,36,1
John O. Adeyeye,1,55,1
David Murrugarra,1,55,1
Thomas A Henzinger,1,85,1
Boris Aguilar,1,55,1
Jakub Gajarsky,1,27,1
Waseem Qureshi,1,8,1
Laurent Hubert,1,7,1
Ruchira Naskar,1,3,1
Indranil Sengupta,1,3,1
Yaser Miaji Osman Gazali,1,3,1
Suhaidi Hassan,1,3,1
Spits Warnars H. L. H,1,27,1
A. Nag,1,128,1
S. Biswas,1,128,1
D. Sarkar,1,128,1
Henryk Fuk?,1,10,1
Thomas Jensen,1,14,1
Florent Kirchner,1,14,1
Petter Kristian K?ber,1,1,1
Bjarki Holm,1,16,1
Roel de Vrijer,1,21,1
Johannes Waldmann,1,21,1
Vin¨ªcius G. P. de S¨¢,1,4,1
Mohammad Sabbir Hasan,1,2,1
C. N. Marimuthu,1,35,1
P. Thangaraj,1,35,1
Aswathy Ramesan,1,35,1
Chao Chen,1,15,1
Carlos Pomalaza-Raez,1,15,1
Srirangam V Addepallil,1,5,1
Per Andersen,1,5,1
Stefan Michael Kahrs,1,1,1
Vladimir V. Podolskii,1,3,1
Roberto Bruttomesso,1,26,1
Md. Headayetullah,1,7,1
G. K. Pradhan,1,7,1
P. Raja Rajeswari,1,19,1
Allam Apparo,1,19,1
V. K. Kumar,1,19,1
Alain Denise,1,24,1
Yann Ponty,1,24,1
Michel Termier,1,24,1
Tobias G?rtner,1,7,1
Mehboob Sharif,1,5,1
Nayyar Iqbal,1,5,1
Kosta DOSEN,1,7,1
Zoran Petric,1,7,1
Jeremy Dawson,1,25,1
Ali Assaf,1,20,1
Ant¨®nio Ravara,1,22,1
P. P. Sarkar,1,128,1
Natarajan Meghanathan,1,1,2
Koushik Majumder,1,3,1
Subir Kumar Sarkar,1,3,1
K. M. Azharul Hasan,1,2,1
Yasuyuki Tsukamoyo,1,6,1
